"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","root_5days1","root_5days2","root_5days3","anther1","anther2","anther3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"1159","Chr8-5806505","LOC_Os08g10020",2,0,2,9007,8599,10319,39167,34513,37539,30749,30375,29913,169,163,162,91,166,170,970,1699,4472,256,236,283
"1160","Chr8-5807976","LOC_Os08g10020",1,0,0,0,0,0,0,2,4,0,0,0,1,0,1,0,2,0,0,2,4,0,0,0
"1161","Chr8-7991095","LOC_Os08g13430",0,0,0,1,1,0,0,0,0,6,11,11,0,0,0,0,0,0,0,0,0,0,0,0
"1162","Chr8-7991393","LOC_Os08g13430",1,3,0,4,2,3,11,15,8,38,49,41,0,0,0,0,0,0,2,7,2,0,0,0
"1163","Chr8-7992843","LOC_Os08g13430",4,5,6,30,19,22,51,46,47,32,35,31,2,3,1,3,3,4,7,8,4,9,8,17
"1164","Chr8-7991327","LOC_Os08g13430",0,0,0,1,2,0,3,3,5,6,6,3,0,0,0,0,0,0,0,0,0,0,0,0
"1165","Chr8-7992674","LOC_Os08g13430",0,3,2,23,14,17,41,32,31,18,75,51,0,0,0,7,5,4,34,9,17,15,11,10
"1166","Chr8+12719261","LOC_Os08g21330",0,0,0,4,0,1,0,0,0,1,1,4,1,1,1,0,0,1,0,0,0,3,4,8
"1167","Chr8+12718764","LOC_Os08g21330",1,0,3,10,12,11,0,0,0,2,3,1,21,19,14,4,19,8,7,9,9,16,10,4
"1168","Chr8+12719218","LOC_Os08g21330",0,0,0,2,2,2,5,5,2,1,1,1,1,2,4,0,2,3,0,0,0,12,14,15
"1169","Chr8-12724304","LOC_Os08g21350",227,212,221,90,110,106,170,167,152,163,138,166,147,148,146,87,96,96,424,73,338,145,115,141
"1170","Chr8-12724556","LOC_Os08g21350",116,124,137,5,3,1,0,1,0,11,10,0,6,6,6,11,8,8,97,21,70,5,4,3
"1171","Chr8+13074572","LOC_Os08g21840",0,1,3,0,1,0,6,1,2,0,0,0,1,0,1,0,0,0,7,4,9,0,0,1
"1172","Chr8+13075843","LOC_Os08g21840",1,8,4,3,2,1,0,0,0,0,0,0,2,3,3,5,5,3,0,0,0,3,5,7
"1173","Chr8+13076027","LOC_Os08g21840",32,30,36,36,32,32,14,1,3,22,9,25,102,75,77,89,43,67,45,11,59,62,59,62
"1174","Chr8-16519397","LOC_Os08g27040",12,3,2,11,11,11,3,2,8,10,6,8,3,4,0,2,4,3,4,26,13,3,20,9
"1175","Chr8-16519628","LOC_Os08g27040",94,84,84,126,118,126,57,58,75,115,121,125,28,21,34,59,48,50,138,134,38,96,85,81
"1176","Chr8-16522921","LOC_Os08g27040",0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,1,0,0,15,3,12,0,0,0
"1177","Chr8-16915204","LOC_Os08g27759",0,0,0,1,1,4,0,2,1,2,1,2,1,0,1,0,0,0,2,0,3,0,0,0
"1178","Chr8-16916653","LOC_Os08g27759",21,18,20,9,18,5,0,9,2,9,6,10,3,1,3,3,3,7,82,70,123,8,28,15
"1179","Chr8-16946484","LOC_Os08g27824",32,32,36,12,12,23,11,0,0,9,12,7,32,30,38,19,25,31,12,15,10,43,30,44
"1180","Chr8-16946671","LOC_Os08g27824",8,10,15,0,0,0,0,2,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1181","Chr8-18103293","LOC_Os08g29530",173,312,204,86,73,60,127,118,116,74,71,82,129,119,116,175,174,157,41,128,77,133,132,131
"1182","Chr8-18108092","LOC_Os08g29530",1,0,1,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,21,9,4,0,0,0
"1183","Chr8+19207763","LOC_Os08g31090",80,76,98,2,2,2,3,1,0,0,1,0,19,18,21,118,125,137,32,9,154,40,30,42
"1184","Chr8+19208087","LOC_Os08g31090",8,8,8,0,1,1,0,0,0,0,0,0,0,0,1,6,16,11,0,0,0,0,0,0
"1185","Chr8+19548979","LOC_Os08g31580",328,559,567,87,77,102,244,250,233,161,231,280,124,128,105,547,541,581,222,42,125,278,275,247
"1186","Chr8+19547661","LOC_Os08g31580",37,31,37,0,2,0,3,3,5,0,0,0,4,3,3,3,5,4,0,0,0,3,1,5
"1187","Chr8+19698137","LOC_Os08g31769",96,37,68,8,11,17,9,6,1,8,7,8,18,16,16,69,72,73,36,399,6,21,21,21
"1188","Chr8+19693840","LOC_Os08g31769",4,8,3,3,2,3,6,1,5,4,3,3,7,6,7,4,4,2,15,15,27,0,1,1
"1189","Chr8+20565942","LOC_Os08g33082",0,1,0,1,0,0,2,2,0,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0
"1190","Chr8+20566194","LOC_Os08g33082",58,69,55,22,23,27,55,55,55,41,40,39,20,23,19,39,33,37,12,11,1,53,51,51
"1191","Chr8+20560447","LOC_Os08g33082",1,1,1,1,0,1,3,0,2,0,1,0,1,1,2,0,0,0,1,0,4,0,1,0
"1192","Chr8-22219629","LOC_Os08g35220",0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,1,0,10,6,9,0,0,1
"1193","Chr8-22220044","LOC_Os08g35220",61,16,26,14,13,34,36,40,41,62,43,44,26,25,28,23,16,13,84,37,49,33,32,37
"1194","Chr8-22219953","LOC_Os08g35220",0,0,0,1,2,2,4,4,3,11,3,4,4,6,0,2,4,0,0,0,0,3,8,2
"1195","Chr8-23219154","LOC_Os08g36774",185,174,185,58,59,52,116,84,105,105,105,106,75,80,79,43,41,36,46,18,78,153,153,138
"1196","Chr8-23218888","LOC_Os08g36774",1,0,1,3,2,4,0,1,0,0,0,0,2,1,2,0,0,0,0,0,0,1,2,4
"1197","Chr8-23229774","LOC_Os08g36774",0,0,0,0,1,0,1,1,2,1,0,0,2,2,2,1,0,0,2,3,0,0,0,1
"1198","Chr8-23229595","LOC_Os08g36774",4,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"1199","Chr8+23717394","LOC_Os08g37432",54,41,35,30,34,31,209,213,214,96,88,39,41,58,50,8,2,10,14,53,36,0,0,0
"1200","Chr8+23717490","LOC_Os08g37432",2,2,0,0,0,0,11,6,8,0,2,3,1,0,1,1,0,0,0,0,0,0,0,0
"1201","Chr8+23714230","LOC_Os08g37432",18,20,19,4,4,4,3,3,1,4,2,4,11,10,11,3,0,1,15,22,32,0,0,0
"1202","Chr8+24499077","LOC_Os08g38740",16,21,20,0,0,0,0,0,0,0,2,1,0,0,0,187,158,161,179,121,154,2,1,1
"1203","Chr8+24498123","LOC_Os08g38740",7,9,13,0,0,0,0,0,0,0,0,0,0,0,0,0,2,1,0,0,0,0,1,0
"1204","Chr8+24498068","LOC_Os08g38740",17,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Chr8+24713013","LOC_Os08g39120",0,0,0,0,0,0,2,3,2,1,1,1,0,0,0,0,0,0,7,8,9,0,0,0
"1206","Chr8+24715539","LOC_Os08g39120",13,16,12,22,17,23,10,9,8,7,7,7,12,12,10,13,10,24,3,91,1,34,34,34
"1207","Chr8+24715695","LOC_Os08g39120",1,4,1,1,0,0,0,0,1,0,0,0,4,5,6,4,1,4,0,0,0,0,2,3
"1208","Chr8+24715432","LOC_Os08g39120",4,2,1,0,0,0,0,0,0,0,0,0,4,2,1,2,1,0,0,0,0,3,1,3
"1209","Chr8+25940341","LOC_Os08g41010",0,0,0,0,0,0,1,2,2,1,4,1,2,2,1,0,1,1,0,0,0,2,0,0
"1210","Chr8+25942290","LOC_Os08g41010",193,273,184,23,16,23,35,31,26,36,47,37,15,15,15,41,37,33,8,4,1,37,33,54
"1211","Chr8+25940856","LOC_Os08g41010",0,0,0,13,2,2,0,10,1,2,2,1,4,13,9,3,3,3,0,0,0,0,2,3
"1212","Chr8+25940715","LOC_Os08g41010",12,29,22,25,57,42,37,38,38,48,48,30,78,52,53,30,34,32,35,9,27,61,62,66
"1213","Chr8+25942446","LOC_Os08g41010",21,17,23,3,0,1,14,1,6,9,11,9,1,1,1,3,0,0,6,27,13,2,1,4
"1214","Chr8-26165335","LOC_Os08g41440",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,19,28,6,2,2,2
"1215","Chr8-26165429","LOC_Os08g41440",0,0,0,4,6,7,0,0,0,0,3,0,2,2,1,4,3,0,1,0,1,6,13,5
"1216","Chr8-26165225","LOC_Os08g41440",0,0,0,17,20,21,0,0,1,3,5,4,2,11,2,23,10,21,34,3,5,116,123,97
"1217","Chr8-26165067","LOC_Os08g41440",5,6,2,62,30,49,3,17,14,23,14,13,13,16,14,72,54,55,65,94,53,268,204,285
"1218","Chr8-26842165","LOC_Os08g42470",0,1,0,0,0,0,2,1,2,1,1,1,0,0,0,0,0,0,3,17,34,0,0,0
"1219","Chr8-26841065","LOC_Os08g42470",0,0,0,42,33,20,1,1,3,0,0,0,0,1,0,0,0,0,0,0,0,1,1,2
"1220","Chr8+28019336","LOC_Os08g44560",5,7,12,2,3,6,1,0,1,0,0,1,2,1,2,1,0,0,0,0,0,1,2,1
"1221","Chr8+28019959","LOC_Os08g44560",8,2,2,0,0,2,1,2,2,7,4,3,0,6,5,3,1,0,0,0,0,1,2,2
"1222","Chr8+28019221","LOC_Os08g44560",3,6,3,9,9,14,0,0,0,1,1,0,1,2,4,0,0,0,46,33,23,2,3,3
"1223","Chr8+28020252","LOC_Os08g44560",31,35,30,14,12,14,30,12,42,23,27,28,6,8,8,5,3,9,7,1,5,9,6,11
"1224","Chr8+28345550","LOC_Os08g45140",22,10,4,163,130,175,86,108,102,68,87,109,52,45,44,60,45,48,17,166,181,43,40,36
"1225","Chr8+28345480","LOC_Os08g45140",13,11,6,5,4,5,4,4,5,5,4,5,0,0,0,0,2,1,0,0,0,0,3,1
"1226","Chr9-3494968","LOC_Os09g07154",0,0,0,6,10,0,0,0,0,0,0,0,0,0,0,2,6,5,0,0,0,16,16,17
"1227","Chr9-3494310","LOC_Os09g07154",1,0,0,6,12,11,0,0,0,0,0,0,0,0,0,14,15,12,2,20,4,26,31,25
"1228","Chr9-3493970","LOC_Os09g07154",0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0
"1229","Chr9-4201088","LOC_Os09g08130",7,3,5,3,0,4,0,0,0,4,10,5,0,0,0,7,8,7,0,0,0,3,4,1
"1230","Chr9-4201179","LOC_Os09g08130",0,3,2,0,0,0,1,1,2,1,0,1,0,0,0,0,1,3,0,0,0,1,1,1
"1231","Chr9-4200791","LOC_Os09g08130",2,1,2,1,1,3,9,9,2,1,2,2,2,2,1,0,1,2,2,1,17,2,0,1
"1232","Chr9-4502975","LOC_Os09g08620",6,12,5,3,13,5,14,13,16,17,11,19,1,0,2,13,12,9,12,38,0,28,26,34
"1233","Chr9-4504354","LOC_Os09g08620",3,2,1,3,2,2,10,1,0,2,1,2,0,1,3,1,0,0,4,7,8,0,1,0
"1234","Chr9-5838299","LOC_Os09g10710",13,25,25,17,14,15,17,22,17,10,14,12,35,24,30,20,46,36,32,36,2,22,23,23
"1235","Chr9-5837818","LOC_Os09g10710",90,188,188,52,76,23,124,154,102,126,139,139,52,40,33,83,56,69,109,157,77,113,114,131
"1236","Chr9-9970573","LOC_Os09g16330",133,126,133,80,68,80,75,75,78,142,141,164,123,125,129,14,10,10,19,44,18,8,10,10
"1237","Chr9-9976956","LOC_Os09g16330",0,0,0,0,0,0,1,2,2,0,0,0,0,0,0,0,0,0,13,18,10,0,0,0
"1238","Chr9-9978437","LOC_Os09g16330",1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1239","Chr9+11815225","LOC_Os09g19734",0,2,1,1,1,1,8,2,2,1,3,1,2,1,0,1,0,0,0,0,0,0,1,1
"1240","Chr9+11808918","LOC_Os09g19734",96,65,79,621,626,609,269,252,243,303,296,300,1033,1109,1060,519,437,505,234,293,167,351,385,366
"1241","Chr9+11815322","LOC_Os09g19734",1,1,3,25,51,53,51,20,30,31,15,27,9,9,8,5,4,4,2,5,2,15,8,17
"1242","Chr9-11913911","LOC_Os09g19910",10,7,5,0,0,0,0,0,0,1,0,1,3,0,1,0,1,1,0,0,0,2,1,1
"1243","Chr9-11913665","LOC_Os09g19910",76,76,86,72,84,82,44,33,50,27,22,16,62,63,60,80,76,80,71,82,35,58,44,26
"1244","Chr9-11920887","LOC_Os09g19930",0,0,0,98,82,115,1,3,2,0,0,0,1,0,1,22,23,16,0,0,0,84,78,92
"1245","Chr9-11920518","LOC_Os09g19930",0,0,0,23,39,26,0,0,0,0,0,0,0,0,0,5,6,5,19,27,4,22,22,21
"1246","Chr9-12289976","LOC_Os09g20430",4,15,19,16,16,9,10,14,12,17,17,12,7,11,17,17,1,5,10,1,16,12,14,13
"1247","Chr9-12290869","LOC_Os09g20430",2,0,1,0,0,2,0,0,1,0,0,0,6,4,1,1,0,1,0,0,0,1,0,1
"1248","Chr9-13141232","LOC_Os09g21689",0,0,2,2,1,1,1,0,1,5,7,3,0,0,2,3,0,2,0,0,0,1,0,2
"1249","Chr9-13143923","LOC_Os09g21689",1,0,1,0,0,0,1,1,1,1,0,0,0,0,0,3,4,1,0,0,0,0,0,2
"1250","Chr9-13140575","LOC_Os09g21689",11,18,22,23,23,29,35,38,37,36,36,36,30,33,25,22,24,28,25,12,18,24,24,34
"1251","Chr9-13144064","LOC_Os09g21689",4,6,3,1,4,6,0,2,1,1,0,4,0,0,0,6,13,0,0,4,0,6,6,5
"1252","Chr9-13141141","LOC_Os09g21689",0,0,0,0,0,0,0,1,0,0,1,1,0,1,1,2,3,1,0,1,0,2,2,2
"1253","Chr9-13140981","LOC_Os09g21689",0,8,4,1,0,1,1,0,0,0,5,2,1,1,1,0,0,2,0,0,0,4,2,6
"1254","Chr9-13146026","LOC_Os09g21689",7,17,5,5,6,8,13,11,5,20,23,20,4,7,4,6,18,19,14,15,11,19,20,20
"1255","Chr9-15450591","LOC_Os09g25784",1,0,0,6,6,7,13,7,10,10,11,10,0,0,0,0,6,4,0,0,0,4,2,3
"1256","Chr9-15454658","LOC_Os09g25784",2,0,2,1,0,0,0,2,0,0,1,1,1,1,1,0,0,1,10,24,13,0,0,0
"1257","Chr9-15451257","LOC_Os09g25784",2,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,9,3,1,0,0,0
"1258","Chr9-15546421","LOC_Os09g25900",67,48,11,52,51,53,2,9,1,5,6,6,46,42,45,8,4,5,19,17,39,7,7,11
"1259","Chr9-15546294","LOC_Os09g25900",0,0,0,7,8,7,0,0,0,1,1,2,3,4,4,0,0,0,0,0,0,0,0,1
"1260","Chr9-15628806","LOC_Os09g26004",0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,2,2,0,0,0,0,0,0,2
"1261","Chr9-15628473","LOC_Os09g26004",10,8,1,5,1,3,9,3,2,0,1,1,0,0,1,1,2,5,6,23,14,4,2,5
"1262","Chr9-15628352","LOC_Os09g26004",0,3,3,7,9,13,5,5,5,5,7,6,7,5,4,2,2,0,31,16,6,9,9,9
"1263","Chr9-15628978","LOC_Os09g26004",5,18,10,14,6,15,26,30,19,4,8,7,6,11,10,11,17,11,21,27,73,17,16,10
"1264","Chr9-15629125","LOC_Os09g26004",1,0,1,3,3,3,4,2,3,2,3,3,1,1,1,1,3,2,0,0,0,6,6,9
"1265","Chr9-15630611","LOC_Os09g26004",1,0,1,3,0,5,3,2,2,2,1,2,0,0,0,2,9,4,0,0,0,4,8,5
"1266","Chr9-15781288","LOC_Os09g26180",0,0,0,3,1,4,0,0,0,0,1,1,1,2,1,0,1,0,0,0,0,0,1,0
"1267","Chr9-15781451","LOC_Os09g26180",94,99,121,47,69,49,150,144,181,203,261,275,60,56,61,80,85,106,15,65,49,130,99,80
"1268","Chr9+17395623","LOC_Os09g28590",22,20,20,44,40,44,58,56,68,65,66,65,35,31,32,64,71,55,91,57,61,50,49,51
"1269","Chr9+17395381","LOC_Os09g28590",8,17,6,17,16,15,18,12,24,32,29,34,8,8,6,26,17,10,27,42,9,23,27,23
"1270","Chr9+17395098","LOC_Os09g28590",8,9,6,6,11,12,1,2,2,8,4,6,2,2,2,5,2,11,8,7,46,5,4,8
"1271","Chr9+17428694","LOC_Os09g28660",0,0,0,1,0,2,0,0,0,0,0,0,2,2,2,0,0,0,9,1,2,0,0,1
"1272","Chr9+17428559","LOC_Os09g28660",3,5,3,19,9,14,7,8,7,2,2,1,13,21,29,4,5,3,0,0,0,4,4,4
"1273","Chr9-17607432","LOC_Os09g28940",0,0,0,0,0,2,0,0,0,0,1,0,1,1,0,1,0,1,14,8,7,0,0,0
"1274","Chr9-17600449","LOC_Os09g28940",0,1,4,1,0,0,0,6,0,2,3,2,0,0,0,1,2,0,0,0,0,2,1,1
"1275","Chr9-17600326","LOC_Os09g28940",20,22,23,13,11,12,5,1,1,16,13,18,1,1,1,7,6,9,0,0,0,35,27,26
"1276","Chr9+17880364","LOC_Os09g29420",28,72,58,7,6,0,21,7,11,5,6,6,8,5,6,4,3,4,34,6,51,1,0,3
"1277","Chr9+17880146","LOC_Os09g29420",51,68,53,9,16,11,10,1,15,24,18,17,30,25,37,20,17,20,14,2,10,27,15,14
"1278","Chr9+17984032","LOC_Os09g29570",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,53,28,97,0,0,0
"1279","Chr9+17982120","LOC_Os09g29570",0,0,0,3,1,2,3,3,3,5,7,5,0,0,0,0,0,0,0,0,0,0,1,0
"1280","Chr9-18178320","LOC_Os09g29890",4,10,8,0,3,4,0,0,0,0,0,0,6,5,5,4,3,3,0,0,0,2,2,2
"1281","Chr9-18174323","LOC_Os09g29890",0,0,0,0,1,1,3,2,1,1,1,2,1,1,2,1,0,3,0,0,0,2,2,2
"1282","Chr9-18178215","LOC_Os09g29890",1,2,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
"1283","Chr9-18177979","LOC_Os09g29890",3,1,0,0,1,0,0,0,0,0,0,0,1,2,1,0,1,0,0,0,0,0,1,0
"1284","Chr9-18178830","LOC_Os09g29890",0,0,0,1,1,0,0,0,0,0,0,0,1,1,1,0,0,0,19,14,37,0,0,0
"1285","Chr9-18174554","LOC_Os09g29890",171,112,155,81,82,75,51,52,52,13,30,49,96,137,124,497,448,465,173,151,287,169,208,190
"1286","Chr9+18470333","LOC_Os09g30340",7,7,6,20556,20356,22866,35662,34826,35404,21654,22695,22065,440,452,454,298,282,255,362,3313,144,902,446,657
"1287","Chr9+18470277","LOC_Os09g30340",0,0,0,20,11,17,26,24,23,19,11,17,1,1,1,1,1,0,4,7,6,0,0,0
"1288","Chr9-18982597","LOC_Os09g31478",11,6,27,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1289","Chr9-18979687","LOC_Os09g31478",2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1290","Chr9-18978985","LOC_Os09g31478",11,7,2,0,0,1,0,0,0,0,0,0,2,1,2,0,0,0,5,11,7,0,0,0
"1291","Chr9-18979838","LOC_Os09g31478",5,6,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1292","Chr9-18981220","LOC_Os09g31478",41,23,20,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1293","Chr9-18978152","LOC_Os09g31478",112,35,49,8,3,5,6,6,4,11,30,4,17,19,22,25,33,35,1,37,4,6,15,5
"1294","Chr9-18980205","LOC_Os09g31478",17,37,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1295","Chr9+19575257","LOC_Os09g32820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,29,0,0,0
"1296","Chr9+19575608","LOC_Os09g32820",21,20,19,60,69,57,216,186,163,113,103,121,54,90,80,54,62,46,33,150,109,87,72,87
"1297","Chr9+19575330","LOC_Os09g32820",8,2,10,0,0,0,0,0,0,2,1,3,0,0,0,0,0,0,0,0,0,0,0,1
"1298","Chr9+19575435","LOC_Os09g32820",90,74,85,57,72,68,220,217,219,159,160,168,43,64,43,94,92,101,118,96,51,72,75,69
"1299","Chr9-20157729","LOC_Os09g34150",3,2,3,10,10,9,0,0,0,32,42,57,5,5,5,12,8,6,7,1,1,32,63,56
"1300","Chr9-20157428","LOC_Os09g34150",0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10,5,6,0,0,0
"1301","Chr9-20157883","LOC_Os09g34150",0,0,0,1,1,1,0,0,0,1,2,1,0,1,1,0,0,0,0,0,0,0,2,1
"1302","Chr9-20741346","LOC_Os09g35990",0,1,0,0,0,1,3,7,10,6,6,8,0,1,0,7,7,6,34,27,25,4,3,6
"1303","Chr9-20737046","LOC_Os09g35990",2,2,8,40,42,36,40,19,31,22,23,25,4,3,4,3,0,3,3,10,6,1,5,6
"1304","Chr9-20737114","LOC_Os09g35990",8,4,3,31,27,30,26,0,22,20,17,16,6,0,0,6,3,3,1,4,3,5,4,5
"1305","Chr9-20738731","LOC_Os09g35990",2,15,6,0,1,0,13,13,2,7,6,5,1,1,1,1,3,3,0,2,0,2,4,3
"1306","Chr9+20768215","LOC_Os09g36060",0,0,0,2,0,1,0,0,0,0,0,0,1,0,1,12,13,12,0,0,0,0,0,0
"1307","Chr9+20766606","LOC_Os09g36060",1,0,0,14,0,7,2,2,2,0,0,0,1,1,1,2,4,1,39,69,43,1,0,0
"1308","Chr9+21668197","LOC_Os09g37590",29,28,29,22,4,12,20,14,11,25,29,25,7,5,5,8,8,5,0,0,0,9,4,5
"1309","Chr9+21674236","LOC_Os09g37590",7,0,8,0,0,7,0,0,0,1,0,2,1,1,1,16,27,25,0,0,2,0,0,0
"1310","Chr9+21669672","LOC_Os09g37590",11,19,18,5,0,3,19,0,14,4,9,8,3,2,0,1,0,1,0,0,0,5,4,6
"1311","Chr9+21674381","LOC_Os09g37590",1,1,1,0,0,0,0,0,0,0,0,0,1,1,1,8,5,8,2,7,2,0,0,1
"1312","Chr10-1010532","LOC_Os10g02630",6,9,12,0,0,0,1,0,1,1,1,0,0,1,0,0,0,0,0,0,0,1,1,0
"1313","Chr10-1010250","LOC_Os10g02630",1,8,10,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,2
"1314","Chr10-1007664","LOC_Os10g02630",772,503,647,339,294,346,471,490,527,747,715,676,253,269,244,199,265,250,127,196,370,413,389,378
"1315","Chr10-1007989","LOC_Os10g02630",1,0,1,0,0,0,4,3,2,0,0,0,0,0,0,0,0,2,0,0,0,2,2,2
"1316","Chr10-1007585","LOC_Os10g02630",2,4,8,2,3,5,6,3,8,7,7,5,2,2,2,2,3,2,3,5,33,3,5,0
"1317","Chr10-1656947","LOC_Os10g03690",6,1,2,5,6,6,7,12,19,7,5,4,0,2,2,0,2,1,0,0,0,9,3,5
"1318","Chr10-1656775","LOC_Os10g03690",4,2,5,17,18,16,15,9,13,14,15,17,8,7,10,18,19,16,18,22,20,44,43,42
"1319","Chr10+1859884","LOC_Os10g04050",2,0,1,3,8,12,12,3,9,18,16,11,0,5,2,2,0,2,2,2,8,7,9,7
"1320","Chr10+1860706","LOC_Os10g04050",0,12,5,28,33,25,16,25,30,82,83,80,3,2,3,8,8,5,12,2,15,14,14,11
"1321","Chr10+1861986","LOC_Os10g04050",5,4,2,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1322","Chr10-5595770","LOC_Os10g10190",7,4,3,11,14,18,13,11,23,18,22,20,33,13,23,35,36,34,15,3,16,25,21,27
"1323","Chr10-5595951","LOC_Os10g10190",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,4,4,5,0,0,0
"1324","Chr10-6080392","LOC_Os10g10990",74,49,63,0,4,0,4,3,4,5,6,5,5,3,1,6,6,5,44,20,15,7,6,8
"1325","Chr10-6084404","LOC_Os10g10990",0,10,10,0,1,0,0,0,0,0,0,0,0,1,3,4,2,2,1,10,9,1,0,0
"1326","Chr10-6080043","LOC_Os10g10990",39,22,21,5,19,10,4,2,7,9,11,7,9,5,19,0,6,6,0,0,0,12,24,3
"1327","Chr10+7441146","LOC_Os10g13694",1,2,0,5,7,5,0,4,2,10,5,2,2,0,1,10,9,10,7,3,7,2,1,3
"1328","Chr10+7435564","LOC_Os10g13694",4,4,6,1,3,0,1,1,0,1,1,1,1,1,1,15,18,17,46,72,10,0,3,1
"1329","Chr10+7442296","LOC_Os10g13694",0,0,0,5,0,2,2,0,2,2,3,2,2,0,2,0,0,0,0,0,0,3,1,1
"1330","Chr10+7442172","LOC_Os10g13694",49,15,10,43,44,42,77,78,80,52,67,61,22,21,8,73,90,82,112,128,135,30,40,44
"1331","Chr10+7441925","LOC_Os10g13694",3,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,20,21,12,0,1,0
"1332","Chr10+7441823","LOC_Os10g13694",6,9,3,7,11,8,13,9,2,9,9,4,8,7,6,32,34,30,1,1,0,10,10,8
"1333","Chr10+7435674","LOC_Os10g13694",1,14,8,0,0,0,2,1,3,0,0,0,2,2,2,23,17,15,76,13,41,2,1,0
"1334","Chr10+7689791","LOC_Os10g14180",18,23,19,0,2,3,11,13,15,7,7,8,2,2,2,12,7,9,2,3,1,17,22,14
"1335","Chr10+7689694","LOC_Os10g14180",10,9,2,3,6,4,24,36,29,17,18,14,4,5,1,22,19,36,3,55,27,28,27,22
"1336","Chr10+7694616","LOC_Os10g14180",1,1,0,12,17,10,16,9,36,13,7,15,2,2,2,18,13,19,0,0,0,4,7,0
"1337","Chr10+7694459","LOC_Os10g14180",1,1,0,14,14,13,23,10,26,14,15,11,0,3,2,15,13,21,27,9,34,7,14,12
"1338","Chr10+7690935","LOC_Os10g14180",0,3,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,3,0,3
"1339","Chr10+7690851","LOC_Os10g14180",5,0,1,1,1,1,2,3,11,3,3,5,0,0,0,5,2,10,0,0,0,0,5,7
"1340","Chr10+8827894","LOC_Os10g17489",3,4,9,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1341","Chr10+8827750","LOC_Os10g17489",2,1,2,0,0,0,0,0,0,0,0,0,4,4,6,0,0,0,0,0,0,0,0,0
"1342","Chr10+8827695","LOC_Os10g17489",29,38,30,23,30,22,5,5,4,11,10,13,71,86,72,1,2,3,8,17,11,10,11,8
"1343","Chr10+8826518","LOC_Os10g17489",1,3,12,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1344","Chr10+9760570","LOC_Os10g19160",97,105,98,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0,1,6,0,0,0,0
"1345","Chr10+9760105","LOC_Os10g19160",1,0,0,1,3,0,2,1,1,0,1,0,1,0,1,1,0,1,49,0,17,0,1,1
"1346","Chr10-10216070","LOC_Os10g20310",10,8,9,28,30,28,35,42,38,81,85,72,20,19,15,10,10,15,10,30,3,31,51,43
"1347","Chr10-10216272","LOC_Os10g20310",3,2,3,1,0,0,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,3,0,3
"1348","Chr10-10217555","LOC_Os10g20310",0,0,1,3,0,1,0,0,0,1,1,1,0,0,0,0,0,0,29,21,5,0,2,1
"1349","Chr10+10939619","LOC_Os10g21360",0,1,0,6,6,5,1,0,2,4,5,5,2,6,5,18,15,15,2,2,2,9,9,7
