"","chrstrandcoord","gene","endosperm1","endosperm2","endosperm3","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3","pistil1","pistil2","pistil3"
"1158","Chr8+4696954","LOC_Os08g08210",1,1,6,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1159","Chr8-5806505","LOC_Os08g10020",39,21,81,0,0,0,9007,8599,10319,39167,34513,37539,169,163,162,2,3,2,970,1699,4472,256,236,283
"1160","Chr8-5807976","LOC_Os08g10020",0,0,0,2,1,1,0,0,0,0,2,4,1,0,1,0,0,0,0,2,4,0,0,0
"1161","Chr8-7991095","LOC_Os08g13430",0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1162","Chr8-7991393","LOC_Os08g13430",6,1,0,0,0,0,4,2,3,11,15,8,0,0,0,4,1,1,2,7,2,0,0,0
"1163","Chr8-7992843","LOC_Os08g13430",2,0,4,10,10,10,30,19,22,51,46,47,2,3,1,3,6,3,7,8,4,9,8,17
"1164","Chr8-7991327","LOC_Os08g13430",3,1,0,0,0,0,1,2,0,3,3,5,0,0,0,0,0,0,0,0,0,0,0,0
"1165","Chr8-7992674","LOC_Os08g13430",4,1,4,10,6,9,23,14,17,41,32,31,0,0,0,7,12,11,34,9,17,15,11,10
"1166","Chr8+12719261","LOC_Os08g21330",0,0,0,0,2,1,4,0,1,0,0,0,1,1,1,2,1,0,0,0,0,3,4,8
"1167","Chr8+12718764","LOC_Os08g21330",1,2,3,2,0,4,10,12,11,0,0,0,21,19,14,5,6,5,7,9,9,16,10,4
"1168","Chr8+12719218","LOC_Os08g21330",0,0,0,0,0,0,2,2,2,5,5,2,1,2,4,2,2,1,0,0,0,12,14,15
"1169","Chr8-12724304","LOC_Os08g21350",93,149,141,161,126,190,90,110,106,170,167,152,147,148,146,152,166,177,424,73,338,145,115,141
"1170","Chr8-12724556","LOC_Os08g21350",138,172,120,33,28,41,5,3,1,0,1,0,6,6,6,6,7,3,97,21,70,5,4,3
"1171","Chr8+13074572","LOC_Os08g21840",0,1,0,0,0,0,0,1,0,6,1,2,1,0,1,1,1,0,7,4,9,0,0,1
"1172","Chr8+13075843","LOC_Os08g21840",2,4,12,17,8,5,3,2,1,0,0,0,2,3,3,1,1,1,0,0,0,3,5,7
"1173","Chr8+13076027","LOC_Os08g21840",1,22,31,38,41,45,36,32,32,14,1,3,102,75,77,47,53,44,45,11,59,62,59,62
"1174","Chr8-16519397","LOC_Os08g27040",0,0,0,5,1,1,11,11,11,3,2,8,3,4,0,9,8,10,4,26,13,3,20,9
"1175","Chr8-16519628","LOC_Os08g27040",16,79,71,64,56,59,126,118,126,57,58,75,28,21,34,71,86,57,138,134,38,96,85,81
"1176","Chr8-16522921","LOC_Os08g27040",0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,1,3,0,15,3,12,0,0,0
"1177","Chr8-16915204","LOC_Os08g27759",0,0,0,0,0,0,1,1,4,0,2,1,1,0,1,1,0,1,2,0,3,0,0,0
"1178","Chr8-16916653","LOC_Os08g27759",7,3,3,53,28,40,9,18,5,0,9,2,3,1,3,2,1,2,82,70,123,8,28,15
"1179","Chr8-16946484","LOC_Os08g27824",19,14,17,36,25,31,12,12,23,11,0,0,32,30,38,29,27,18,12,15,10,43,30,44
"1180","Chr8-16946671","LOC_Os08g27824",2,5,5,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,0,0,1
"1181","Chr8-18103293","LOC_Os08g29530",257,265,186,106,155,139,86,73,60,127,118,116,129,119,116,145,136,138,41,128,77,133,132,131
"1182","Chr8-18108092","LOC_Os08g29530",3,3,2,4,3,3,0,0,0,0,0,0,0,0,0,0,0,0,21,9,4,0,0,0
"1183","Chr8+19207763","LOC_Os08g31090",81,88,56,295,306,318,2,2,2,3,1,0,19,18,21,1007,1010,1013,32,9,154,40,30,42
"1184","Chr8+19208087","LOC_Os08g31090",9,6,4,22,23,8,0,1,1,0,0,0,0,0,1,19,40,28,0,0,0,0,0,0
"1185","Chr8+19548979","LOC_Os08g31580",445,381,388,253,247,238,87,77,102,244,250,233,124,128,105,217,235,272,222,42,125,278,275,247
"1186","Chr8+19547661","LOC_Os08g31580",15,33,24,8,14,12,0,2,0,3,3,5,4,3,3,13,9,5,0,0,0,3,1,5
"1187","Chr8+19698137","LOC_Os08g31769",42,19,13,50,39,41,8,11,17,9,6,1,18,16,16,7,8,10,36,399,6,21,21,21
"1188","Chr8+19693840","LOC_Os08g31769",0,25,4,0,2,1,3,2,3,6,1,5,7,6,7,4,4,3,15,15,27,0,1,1
"1189","Chr8+20565942","LOC_Os08g33082",4,4,1,1,2,1,1,0,0,2,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"1190","Chr8+20566194","LOC_Os08g33082",23,18,28,39,32,38,22,23,27,55,55,55,20,23,19,11,16,16,12,11,1,53,51,51
"1191","Chr8+20560447","LOC_Os08g33082",1,1,0,0,2,4,1,0,1,3,0,2,1,1,2,0,0,0,1,0,4,0,1,0
"1192","Chr8-22219629","LOC_Os08g35220",0,5,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,10,6,9,0,0,1
"1193","Chr8-22220044","LOC_Os08g35220",24,19,19,27,66,80,14,13,34,36,40,41,26,25,28,23,24,26,84,37,49,33,32,37
"1194","Chr8-22219953","LOC_Os08g35220",5,0,2,12,5,11,1,2,2,4,4,3,4,6,0,0,9,2,0,0,0,3,8,2
"1195","Chr8-23219154","LOC_Os08g36774",117,133,145,218,191,239,58,59,52,116,84,105,75,80,79,75,73,78,46,18,78,153,153,138
"1196","Chr8-23218888","LOC_Os08g36774",0,0,0,0,0,0,3,2,4,0,1,0,2,1,2,6,0,3,0,0,0,1,2,4
"1197","Chr8-23229774","LOC_Os08g36774",0,0,0,0,0,3,0,1,0,1,1,2,2,2,2,1,0,0,2,3,0,0,0,1
"1198","Chr8-23229595","LOC_Os08g36774",23,5,5,6,6,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0
"1199","Chr8+23717394","LOC_Os08g37432",80,91,79,136,170,154,30,34,31,209,213,214,41,58,50,84,87,119,14,53,36,0,0,0
"1200","Chr8+23717490","LOC_Os08g37432",0,0,0,0,4,4,0,0,0,11,6,8,1,0,1,0,4,1,0,0,0,0,0,0
"1201","Chr8+23714230","LOC_Os08g37432",15,22,10,84,100,77,4,4,4,3,3,1,11,10,11,33,27,27,15,22,32,0,0,0
"1202","Chr8+24499077","LOC_Os08g38740",36,19,22,5,20,23,0,0,0,0,0,0,0,0,0,0,0,0,179,121,154,2,1,1
"1203","Chr8+24498123","LOC_Os08g38740",0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
"1204","Chr8+24498068","LOC_Os08g38740",1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1205","Chr8+24713013","LOC_Os08g39120",0,0,0,0,0,0,0,0,0,2,3,2,0,0,0,0,0,0,7,8,9,0,0,0
"1206","Chr8+24715539","LOC_Os08g39120",6,11,11,6,16,15,22,17,23,10,9,8,12,12,10,18,40,28,3,91,1,34,34,34
"1207","Chr8+24715695","LOC_Os08g39120",3,5,0,0,2,3,1,0,0,0,0,1,4,5,6,2,1,3,0,0,0,0,2,3
"1208","Chr8+24715432","LOC_Os08g39120",3,3,2,0,0,0,0,0,0,0,0,0,4,2,1,1,1,1,0,0,0,3,1,3
"1209","Chr8+25940341","LOC_Os08g41010",0,0,0,0,0,0,0,0,0,1,2,2,2,2,1,1,0,1,0,0,0,2,0,0
"1210","Chr8+25942290","LOC_Os08g41010",276,253,265,101,77,95,23,16,23,35,31,26,15,15,15,24,28,30,8,4,1,37,33,54
"1211","Chr8+25940856","LOC_Os08g41010",0,0,1,4,1,5,13,2,2,0,10,1,4,13,9,1,2,0,0,0,0,0,2,3
"1212","Chr8+25940715","LOC_Os08g41010",14,23,21,81,79,65,25,57,42,37,38,38,78,52,53,94,52,51,35,9,27,61,62,66
"1213","Chr8+25942446","LOC_Os08g41010",41,20,49,25,30,17,3,0,1,14,1,6,1,1,1,3,5,5,6,27,13,2,1,4
"1214","Chr8-26165335","LOC_Os08g41440",0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,8,5,8,19,28,6,2,2,2
"1215","Chr8-26165429","LOC_Os08g41440",0,0,0,0,0,1,4,6,7,0,0,0,2,2,1,30,34,28,1,0,1,6,13,5
"1216","Chr8-26165225","LOC_Os08g41440",0,0,0,33,20,27,17,20,21,0,0,1,2,11,2,175,100,83,34,3,5,116,123,97
"1217","Chr8-26165067","LOC_Os08g41440",16,0,4,89,84,76,62,30,49,3,17,14,13,16,14,202,149,162,65,94,53,268,204,285
"1218","Chr8-26842165","LOC_Os08g42470",2,0,2,0,0,3,0,0,0,2,1,2,0,0,0,0,1,0,3,17,34,0,0,0
"1219","Chr8-26841065","LOC_Os08g42470",0,0,0,1,0,0,42,33,20,1,1,3,0,1,0,0,0,0,0,0,0,1,1,2
"1220","Chr8+28019336","LOC_Os08g44560",4,4,27,0,3,1,2,3,6,1,0,1,2,1,2,0,0,0,0,0,0,1,2,1
"1221","Chr8+28019959","LOC_Os08g44560",2,20,27,0,1,0,0,0,2,1,2,2,0,6,5,1,1,2,0,0,0,1,2,2
"1222","Chr8+28019221","LOC_Os08g44560",4,2,1,0,2,1,9,9,14,0,0,0,1,2,4,0,0,1,46,33,23,2,3,3
"1223","Chr8+28020252","LOC_Os08g44560",31,34,22,41,36,54,14,12,14,30,12,42,6,8,8,7,6,6,7,1,5,9,6,11
"1224","Chr8+28345550","LOC_Os08g45140",13,35,21,56,28,34,163,130,175,86,108,102,52,45,44,31,24,26,17,166,181,43,40,36
"1225","Chr8+28345480","LOC_Os08g45140",12,16,18,0,1,1,5,4,5,4,4,5,0,0,0,0,0,0,0,0,0,0,3,1
"1226","Chr9-3494968","LOC_Os09g07154",0,0,0,2,1,3,6,10,0,0,0,0,0,0,0,6,4,7,0,0,0,16,16,17
"1227","Chr9-3494310","LOC_Os09g07154",0,0,0,2,0,1,6,12,11,0,0,0,0,0,0,4,4,5,2,20,4,26,31,25
"1228","Chr9-3493970","LOC_Os09g07154",0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,0,7,6,2,0,0,0
"1229","Chr9-4201088","LOC_Os09g08130",1,1,2,5,6,2,3,0,4,0,0,0,0,0,0,22,26,23,0,0,0,3,4,1
"1230","Chr9-4201179","LOC_Os09g08130",0,0,0,0,0,0,0,0,0,1,1,2,0,0,0,13,10,9,0,0,0,1,1,1
"1231","Chr9-4200791","LOC_Os09g08130",1,7,0,7,2,2,1,1,3,9,9,2,2,2,1,3,3,2,2,1,17,2,0,1
"1232","Chr9-4502975","LOC_Os09g08620",29,9,24,15,4,7,3,13,5,14,13,16,1,0,2,0,0,0,12,38,0,28,26,34
"1233","Chr9-4504354","LOC_Os09g08620",1,5,3,0,0,0,3,2,2,10,1,0,0,1,3,2,2,2,4,7,8,0,1,0
"1234","Chr9-5838299","LOC_Os09g10710",10,30,20,1,0,7,17,14,15,17,22,17,35,24,30,14,2,13,32,36,2,22,23,23
"1235","Chr9-5837818","LOC_Os09g10710",102,137,152,179,151,184,52,76,23,124,154,102,52,40,33,99,86,97,109,157,77,113,114,131
"1236","Chr9-9970573","LOC_Os09g16330",179,183,164,277,358,293,80,68,80,75,75,78,123,125,129,116,135,116,19,44,18,8,10,10
"1237","Chr9-9976956","LOC_Os09g16330",0,0,0,1,0,0,0,0,0,1,2,2,0,0,0,0,0,1,13,18,10,0,0,0
"1238","Chr9-9978437","LOC_Os09g16330",1,1,0,19,2,29,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
"1239","Chr9+11815225","LOC_Os09g19734",0,0,0,1,3,0,1,1,1,8,2,2,2,1,0,1,1,0,0,0,0,0,1,1
"1240","Chr9+11808918","LOC_Os09g19734",98,116,99,331,342,365,621,626,609,269,252,243,1033,1109,1060,692,673,692,234,293,167,351,385,366
"1241","Chr9+11815322","LOC_Os09g19734",0,3,1,5,3,2,25,51,53,51,20,30,9,9,8,16,20,16,2,5,2,15,8,17
"1242","Chr9-11913911","LOC_Os09g19910",8,5,7,0,0,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,2,1,1
"1243","Chr9-11913665","LOC_Os09g19910",55,60,47,32,30,36,72,84,82,44,33,50,62,63,60,33,33,27,71,82,35,58,44,26
"1244","Chr9-11920887","LOC_Os09g19930",2,2,2,3,0,4,98,82,115,1,3,2,1,0,1,0,0,0,0,0,0,84,78,92
"1245","Chr9-11920518","LOC_Os09g19930",2,0,2,0,0,0,23,39,26,0,0,0,0,0,0,0,0,0,19,27,4,22,22,21
"1246","Chr9-12289976","LOC_Os09g20430",17,12,3,12,20,18,16,16,9,10,14,12,7,11,17,1,0,1,10,1,16,12,14,13
"1247","Chr9-12290869","LOC_Os09g20430",8,7,8,5,1,3,0,0,2,0,0,1,6,4,1,1,1,1,0,0,0,1,0,1
"1248","Chr9-13141232","LOC_Os09g21689",5,3,2,1,1,1,2,1,1,1,0,1,0,0,2,0,0,0,0,0,0,1,0,2
"1249","Chr9-13143923","LOC_Os09g21689",1,0,1,3,1,0,0,0,0,1,1,1,0,0,0,1,1,1,0,0,0,0,0,2
"1250","Chr9-13140575","LOC_Os09g21689",28,11,17,49,39,36,23,23,29,35,38,37,30,33,25,38,49,43,25,12,18,24,24,34
"1251","Chr9-13144064","LOC_Os09g21689",3,1,1,10,7,14,1,4,6,0,2,1,0,0,0,1,0,0,0,4,0,6,6,5
"1252","Chr9-13141141","LOC_Os09g21689",5,3,0,0,0,0,0,0,0,0,1,0,0,1,1,1,1,1,0,1,0,2,2,2
"1253","Chr9-13140981","LOC_Os09g21689",6,0,9,6,6,1,1,0,1,1,0,0,1,1,1,0,1,1,0,0,0,4,2,6
"1254","Chr9-13146026","LOC_Os09g21689",2,0,2,10,11,10,5,6,8,13,11,5,4,7,4,30,26,18,14,15,11,19,20,20
"1255","Chr9-15450591","LOC_Os09g25784",0,0,4,0,0,0,6,6,7,13,7,10,0,0,0,0,0,1,0,0,0,4,2,3
"1256","Chr9-15454658","LOC_Os09g25784",1,2,1,0,1,2,1,0,0,0,2,0,1,1,1,0,0,0,10,24,13,0,0,0
"1257","Chr9-15451257","LOC_Os09g25784",1,1,2,4,0,2,0,0,0,0,0,0,1,1,0,1,1,1,9,3,1,0,0,0
"1258","Chr9-15546421","LOC_Os09g25900",39,0,17,3,2,4,52,51,53,2,9,1,46,42,45,20,16,21,19,17,39,7,7,11
"1259","Chr9-15546294","LOC_Os09g25900",0,0,1,0,0,0,7,8,7,0,0,0,3,4,4,2,0,1,0,0,0,0,0,1
"1260","Chr9-15628806","LOC_Os09g26004",0,0,0,2,3,1,0,1,1,0,0,0,0,0,1,1,2,2,0,0,0,0,0,2
"1261","Chr9-15628473","LOC_Os09g26004",2,4,1,10,14,10,5,1,3,9,3,2,0,0,1,0,3,3,6,23,14,4,2,5
"1262","Chr9-15628352","LOC_Os09g26004",0,0,0,24,21,22,7,9,13,5,5,5,7,5,4,5,0,3,31,16,6,9,9,9
"1263","Chr9-15628978","LOC_Os09g26004",19,15,6,1,16,1,14,6,15,26,30,19,6,11,10,8,0,6,21,27,73,17,16,10
"1264","Chr9-15629125","LOC_Os09g26004",3,2,0,0,1,3,3,3,3,4,2,3,1,1,1,1,0,0,0,0,0,6,6,9
"1265","Chr9-15630611","LOC_Os09g26004",0,0,2,7,9,5,3,0,5,3,2,2,0,0,0,2,3,3,0,0,0,4,8,5
"1266","Chr9-15781288","LOC_Os09g26180",0,0,0,0,0,0,3,1,4,0,0,0,1,2,1,1,2,2,0,0,0,0,1,0
"1267","Chr9-15781451","LOC_Os09g26180",202,176,235,289,251,90,47,69,49,150,144,181,60,56,61,122,137,39,15,65,49,130,99,80
"1268","Chr9+17395623","LOC_Os09g28590",9,7,18,66,95,72,44,40,44,58,56,68,35,31,32,24,24,27,91,57,61,50,49,51
"1269","Chr9+17395381","LOC_Os09g28590",24,19,53,38,38,35,17,16,15,18,12,24,8,8,6,13,12,12,27,42,9,23,27,23
"1270","Chr9+17395098","LOC_Os09g28590",15,14,26,1,12,5,6,11,12,1,2,2,2,2,2,1,3,6,8,7,46,5,4,8
"1271","Chr9+17428694","LOC_Os09g28660",0,0,0,0,0,0,1,0,2,0,0,0,2,2,2,0,0,0,9,1,2,0,0,1
"1272","Chr9+17428559","LOC_Os09g28660",10,7,5,4,2,5,19,9,14,7,8,7,13,21,29,10,7,7,0,0,0,4,4,4
"1273","Chr9-17607432","LOC_Os09g28940",0,0,0,2,3,2,0,0,2,0,0,0,1,1,0,0,0,0,14,8,7,0,0,0
"1274","Chr9-17600449","LOC_Os09g28940",0,0,0,0,0,0,1,0,0,0,6,0,0,0,0,0,0,0,0,0,0,2,1,1
"1275","Chr9-17600326","LOC_Os09g28940",10,34,14,13,9,9,13,11,12,5,1,1,1,1,1,2,1,3,0,0,0,35,27,26
"1276","Chr9+17880364","LOC_Os09g29420",56,45,32,39,64,36,7,6,0,21,7,11,8,5,6,6,7,10,34,6,51,1,0,3
"1277","Chr9+17880146","LOC_Os09g29420",23,10,13,36,20,34,9,16,11,10,1,15,30,25,37,39,34,34,14,2,10,27,15,14
"1278","Chr9+17984032","LOC_Os09g29570",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,53,28,97,0,0,0
"1279","Chr9+17982120","LOC_Os09g29570",0,0,0,0,0,0,3,1,2,3,3,3,0,0,0,0,0,0,0,0,0,0,1,0
"1280","Chr9-18178320","LOC_Os09g29890",3,15,0,0,0,0,0,3,4,0,0,0,6,5,5,1,2,2,0,0,0,2,2,2
"1281","Chr9-18174323","LOC_Os09g29890",0,0,0,1,1,2,0,1,1,3,2,1,1,1,2,0,0,0,0,0,0,2,2,2
"1282","Chr9-18178215","LOC_Os09g29890",7,14,8,0,0,0,0,0,0,0,0,0,3,1,0,0,0,0,0,1,0,0,0,0
"1283","Chr9-18177979","LOC_Os09g29890",8,18,22,0,0,0,0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,1,0
"1284","Chr9-18178830","LOC_Os09g29890",1,2,2,1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,19,14,37,0,0,0
"1285","Chr9-18174554","LOC_Os09g29890",49,67,79,103,82,114,81,82,75,51,52,52,96,137,124,23,21,24,173,151,287,169,208,190
"1286","Chr9+18470333","LOC_Os09g30340",129,301,133,1,0,1,20556,20356,22866,35662,34826,35404,440,452,454,19,24,26,362,3313,144,902,446,657
"1287","Chr9+18470277","LOC_Os09g30340",0,0,0,0,0,0,20,11,17,26,24,23,1,1,1,0,0,0,4,7,6,0,0,0
"1288","Chr9-18982597","LOC_Os09g31478",9,9,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1289","Chr9-18979687","LOC_Os09g31478",0,1,1,4,12,5,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0
"1290","Chr9-18978985","LOC_Os09g31478",5,3,17,0,4,1,0,0,1,0,0,0,2,1,2,1,1,1,5,11,7,0,0,0
"1291","Chr9-18979838","LOC_Os09g31478",10,8,5,2,1,1,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1292","Chr9-18981220","LOC_Os09g31478",10,16,7,1,2,4,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
"1293","Chr9-18978152","LOC_Os09g31478",108,89,93,12,116,230,8,3,5,6,6,4,17,19,22,64,62,66,1,37,4,6,15,5
"1294","Chr9-18980205","LOC_Os09g31478",18,34,55,2,3,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
"1295","Chr9+19575257","LOC_Os09g32820",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,42,29,0,0,0
"1296","Chr9+19575608","LOC_Os09g32820",21,20,15,36,51,33,60,69,57,216,186,163,54,90,80,67,54,27,33,150,109,87,72,87
"1297","Chr9+19575330","LOC_Os09g32820",4,0,13,0,2,3,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1
"1298","Chr9+19575435","LOC_Os09g32820",103,36,58,68,46,42,57,72,68,220,217,219,43,64,43,34,41,44,118,96,51,72,75,69
"1299","Chr9-20157729","LOC_Os09g34150",0,0,0,0,4,6,10,10,9,0,0,0,5,5,5,221,184,187,7,1,1,32,63,56
"1300","Chr9-20157428","LOC_Os09g34150",1,0,1,0,0,0,0,0,0,0,0,1,1,0,0,2,1,0,10,5,6,0,0,0
"1301","Chr9-20157883","LOC_Os09g34150",0,0,0,0,3,1,1,1,1,0,0,0,0,1,1,11,10,14,0,0,0,0,2,1
"1302","Chr9-20741346","LOC_Os09g35990",0,0,0,3,7,2,0,0,1,3,7,10,0,1,0,3,4,4,34,27,25,4,3,6
"1303","Chr9-20737046","LOC_Os09g35990",0,0,0,2,8,3,40,42,36,40,19,31,4,3,4,2,3,4,3,10,6,1,5,6
"1304","Chr9-20737114","LOC_Os09g35990",0,0,0,4,5,6,31,27,30,26,0,22,6,0,0,1,3,3,1,4,3,5,4,5
"1305","Chr9-20738731","LOC_Os09g35990",1,0,4,0,1,1,0,1,0,13,13,2,1,1,1,0,1,1,0,2,0,2,4,3
"1306","Chr9+20768215","LOC_Os09g36060",0,0,0,0,0,0,2,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0
"1307","Chr9+20766606","LOC_Os09g36060",3,1,2,0,1,3,14,0,7,2,2,2,1,1,1,3,0,3,39,69,43,1,0,0
"1308","Chr9+21668197","LOC_Os09g37590",54,36,44,21,23,22,22,4,12,20,14,11,7,5,5,6,9,4,0,0,0,9,4,5
"1309","Chr9+21674236","LOC_Os09g37590",8,7,18,0,0,1,0,0,7,0,0,0,1,1,1,0,0,0,0,0,2,0,0,0
"1310","Chr9+21669672","LOC_Os09g37590",29,43,37,7,22,3,5,0,3,19,0,14,3,2,0,1,0,0,0,0,0,5,4,6
"1311","Chr9+21674381","LOC_Os09g37590",3,8,15,0,2,0,0,0,0,0,0,0,1,1,1,0,0,0,2,7,2,0,0,1
"1312","Chr10-1010532","LOC_Os10g02630",7,9,14,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,1,1,0
"1313","Chr10-1010250","LOC_Os10g02630",2,2,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2
"1314","Chr10-1007664","LOC_Os10g02630",630,521,607,506,512,466,339,294,346,471,490,527,253,269,244,278,357,398,127,196,370,413,389,378
"1315","Chr10-1007989","LOC_Os10g02630",2,3,4,1,0,0,0,0,0,4,3,2,0,0,0,1,0,0,0,0,0,2,2,2
"1316","Chr10-1007585","LOC_Os10g02630",0,0,0,5,2,6,2,3,5,6,3,8,2,2,2,3,3,3,3,5,33,3,5,0
"1317","Chr10-1656947","LOC_Os10g03690",1,4,6,7,4,4,5,6,6,7,12,19,0,2,2,3,4,1,0,0,0,9,3,5
"1318","Chr10-1656775","LOC_Os10g03690",3,3,2,18,24,32,17,18,16,15,9,13,8,7,10,13,12,12,18,22,20,44,43,42
"1319","Chr10+1859884","LOC_Os10g04050",2,2,0,3,2,5,3,8,12,12,3,9,0,5,2,0,0,0,2,2,8,7,9,7
"1320","Chr10+1860706","LOC_Os10g04050",4,3,4,30,76,50,28,33,25,16,25,30,3,2,3,2,2,2,12,2,15,14,14,11
"1321","Chr10+1861986","LOC_Os10g04050",1,6,2,0,0,0,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
"1322","Chr10-5595770","LOC_Os10g10190",17,13,13,7,19,12,11,14,18,13,11,23,33,13,23,14,14,13,15,3,16,25,21,27
"1323","Chr10-5595951","LOC_Os10g10190",5,9,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,5,0,0,0
"1324","Chr10-6080392","LOC_Os10g10990",61,45,54,32,32,32,0,4,0,4,3,4,5,3,1,0,3,2,44,20,15,7,6,8
"1325","Chr10-6084404","LOC_Os10g10990",0,0,0,0,0,3,0,1,0,0,0,0,0,1,3,0,0,0,1,10,9,1,0,0
"1326","Chr10-6080043","LOC_Os10g10990",37,59,29,39,34,30,5,19,10,4,2,7,9,5,19,7,10,10,0,0,0,12,24,3
"1327","Chr10+7441146","LOC_Os10g13694",0,0,0,0,1,1,5,7,5,0,4,2,2,0,1,3,3,2,7,3,7,2,1,3
"1328","Chr10+7435564","LOC_Os10g13694",1,3,2,5,7,0,1,3,0,1,1,0,1,1,1,1,2,0,46,72,10,0,3,1
"1329","Chr10+7442296","LOC_Os10g13694",0,0,0,1,1,0,5,0,2,2,0,2,2,0,2,0,0,0,0,0,0,3,1,1
"1330","Chr10+7442172","LOC_Os10g13694",12,48,22,38,42,39,43,44,42,77,78,80,22,21,8,11,26,15,112,128,135,30,40,44
"1331","Chr10+7441925","LOC_Os10g13694",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,21,12,0,1,0
"1332","Chr10+7441823","LOC_Os10g13694",1,1,1,5,5,5,7,11,8,13,9,2,8,7,6,8,4,5,1,1,0,10,10,8
"1333","Chr10+7435674","LOC_Os10g13694",4,0,0,17,12,30,0,0,0,2,1,3,2,2,2,2,1,2,76,13,41,2,1,0
"1334","Chr10+7689791","LOC_Os10g14180",25,31,27,32,34,20,0,2,3,11,13,15,2,2,2,61,56,74,2,3,1,17,22,14
"1335","Chr10+7689694","LOC_Os10g14180",13,20,18,8,16,13,3,6,4,24,36,29,4,5,1,97,98,87,3,55,27,28,27,22
"1336","Chr10+7694616","LOC_Os10g14180",5,2,3,4,5,3,12,17,10,16,9,36,2,2,2,8,10,9,0,0,0,4,7,0
"1337","Chr10+7694459","LOC_Os10g14180",1,0,1,0,4,2,14,14,13,23,10,26,0,3,2,6,6,11,27,9,34,7,14,12
"1338","Chr10+7690935","LOC_Os10g14180",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,3,8,5,0,0,0,3,0,3
"1339","Chr10+7690851","LOC_Os10g14180",3,4,2,4,5,6,1,1,1,2,3,11,0,0,0,9,6,7,0,0,0,0,5,7
"1340","Chr10+8827894","LOC_Os10g17489",6,4,6,0,0,0,0,0,0,0,0,0,0,0,1,1,3,2,0,0,0,0,0,0
"1341","Chr10+8827750","LOC_Os10g17489",11,5,9,0,0,0,0,0,0,0,0,0,4,4,6,1,2,3,0,0,0,0,0,0
"1342","Chr10+8827695","LOC_Os10g17489",72,84,55,46,56,48,23,30,22,5,5,4,71,86,72,27,30,27,8,17,11,10,11,8
"1343","Chr10+8826518","LOC_Os10g17489",5,0,5,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1344","Chr10+9760570","LOC_Os10g19160",96,61,78,0,13,1,0,0,0,0,0,0,4,4,3,0,0,0,1,6,0,0,0,0
"1345","Chr10+9760105","LOC_Os10g19160",2,0,2,0,1,12,1,3,0,2,1,1,1,0,1,1,1,2,49,0,17,0,1,1
"1346","Chr10-10216070","LOC_Os10g20310",9,7,8,20,38,22,28,30,28,35,42,38,20,19,15,25,27,24,10,30,3,31,51,43
"1347","Chr10-10216272","LOC_Os10g20310",0,4,6,1,2,1,1,0,0,0,0,0,0,0,0,0,1,1,0,0,0,3,0,3
"1348","Chr10-10217555","LOC_Os10g20310",5,3,3,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,29,21,5,0,2,1
