"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","stem_60days1","stem_60days2","stem_60days3","root_5days1","root_5days2","root_5days3","root_60days1","root_60days2","root_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"1394","Chr11-306384","LOC_Os11g01530",2,0,0,2,1,2,0,1,0,0,0,0,1,1,1,10,1,5
"1395","Chr11-605820","LOC_Os11g02180",0,1,1,5,8,2,0,0,0,0,0,0,0,0,0,0,0,0
"1396","Chr11-602761","LOC_Os11g02180",0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,5,14,0
"1397","Chr11-947702","LOC_Os11g02830",0,1,3,4,4,5,0,0,0,0,0,0,0,1,0,7,1,10
"1398","Chr11-947562","LOC_Os11g02830",0,2,2,3,1,8,0,1,0,2,2,3,0,0,1,0,0,0
"1399","Chr11+2237175","LOC_Os11g05100",5,0,4,2,7,8,1,1,1,2,4,2,1,1,0,2,9,5
"1400","Chr11+2239027","LOC_Os11g05100",43,46,42,68,73,77,26,28,29,63,36,69,50,57,58,639,593,623
"1401","Chr11+2239156","LOC_Os11g05100",0,0,0,0,0,0,2,2,1,0,0,0,0,0,1,9,5,9
"1402","Chr11+2238761","LOC_Os11g05100",10,0,3,2,2,7,0,0,0,3,2,3,0,1,0,21,6,10
"1403","Chr11-2748523","LOC_Os11g05870",12,18,12,2,4,3,4,4,3,9,9,16,20,17,20,1,5,0
"1404","Chr11-2746377","LOC_Os11g05870",30,27,40,29,26,28,33,35,36,56,54,57,98,98,108,29,18,21
"1405","Chr11-2748250","LOC_Os11g05870",2,1,0,1,0,0,1,0,0,2,1,0,0,0,0,8,7,4
"1406","Chr11+3338754","LOC_Os11g06810",5,8,16,8,9,5,0,4,3,3,2,4,2,2,2,17,9,0
"1407","Chr11+3338926","LOC_Os11g06810",0,1,2,10,8,14,1,8,6,16,11,16,6,5,7,0,2,0
"1408","Chr11+3339029","LOC_Os11g06810",0,0,0,1,0,1,2,2,1,3,2,3,1,2,1,0,0,0
"1409","Chr11+4091045","LOC_Os11g07912",0,0,0,0,0,0,0,0,0,0,0,0,1,2,1,0,0,0
"1410","Chr11+4090550","LOC_Os11g07912",28,29,18,34,32,37,1,0,0,55,65,65,49,44,32,15,59,0
"1411","Chr11-4866489","LOC_Os11g09140",57,9,37,32,52,31,35,41,29,78,77,78,56,52,51,16,32,61
"1412","Chr11-4866685","LOC_Os11g09140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49,47,6
"1413","Chr11-6204078","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5
"1414","Chr11-6202357","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,1,1,1,1,0,1,15,5,5
"1415","Chr11-6204643","LOC_Os11g11210",13,17,8,1,3,3,5,5,6,1,2,0,1,1,0,40,46,37
"1416","Chr11-6204288","LOC_Os11g11210",1,0,1,0,0,3,9,3,10,2,3,1,2,2,2,25,15,31
"1417","Chr11-6201124","LOC_Os11g11210",0,0,0,0,0,0,15,14,11,3,1,3,2,3,2,0,0,0
"1418","Chr11-6201292","LOC_Os11g11210",1,1,0,0,1,0,2,3,1,3,0,4,4,2,4,2,5,1
"1419","Chr11-8169430","LOC_Os11g14544",16,17,6,12,17,4,3,5,3,1,1,2,0,2,2,0,0,0
"1420","Chr11-8169613","LOC_Os11g14544",0,0,0,2,2,5,4,2,3,1,2,3,3,16,20,7,15,12
"1421","Chr11-8163386","LOC_Os11g14544",266,293,264,190,198,181,506,516,536,125,175,155,372,372,371,41,81,247
"1422","Chr11-8165977","LOC_Os11g14544",10,6,5,2,4,3,0,0,0,0,0,0,0,0,1,0,0,0
"1423","Chr11-8163269","LOC_Os11g14544",0,0,0,0,0,0,0,1,0,0,0,0,3,3,3,0,0,0
"1424","Chr11+9810447","LOC_Os11g17600",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,6,8,18
"1425","Chr11+9810290","LOC_Os11g17600",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,7,21
"1426","Chr11+9810001","LOC_Os11g17600",1,6,6,0,0,2,4,2,2,4,3,5,2,1,3,22,169,73
"1427","Chr11+9806650","LOC_Os11g17600",2,0,1,4,2,7,0,0,0,0,1,0,0,0,1,2,1,0
"1428","Chr11+9809923","LOC_Os11g17600",0,0,0,1,0,2,2,2,2,0,0,0,1,1,1,6,12,5
"1429","Chr11+11411296","LOC_Os11g19800",4,3,0,15,11,11,7,12,14,4,18,9,12,6,13,26,5,10
"1430","Chr11+11411169","LOC_Os11g19800",18,15,11,64,60,65,45,43,37,21,20,15,23,22,22,32,15,42
"1431","Chr11+15462352","LOC_Os11g26910",1040,1035,1034,827,928,735,923,933,929,1050,1163,1338,1326,1385,1065,1341,1072,1369
"1432","Chr11+15460358","LOC_Os11g26910",1,0,1,2,2,3,1,2,4,5,3,4,1,7,10,0,0,0
"1433","Chr11+15668262","LOC_Os11g27240",1,3,1,1,1,0,0,0,0,2,0,2,0,0,0,0,0,0
"1434","Chr11+15669323","LOC_Os11g27240",7,4,3,2,2,2,0,0,0,0,0,0,0,0,0,0,0,0
"1435","Chr11+15669104","LOC_Os11g27240",0,1,0,0,1,0,0,0,0,0,0,0,0,0,1,26,3,28
"1436","Chr11+17725679","LOC_Os11g30484",6,15,17,0,0,2,0,0,0,0,0,0,1,0,0,0,0,0
"1437","Chr11+17725443","LOC_Os11g30484",59,46,64,27,43,38,56,45,49,19,17,17,21,16,25,0,0,32
"1438","Chr11-19533690","LOC_Os11g33050",31,27,30,35,31,33,3,2,4,7,9,11,33,31,23,0,0,0
"1439","Chr11-19533619","LOC_Os11g33050",4,28,46,40,52,61,7,9,17,8,10,22,80,62,76,3,3,4
"1440","Chr11-19956771","LOC_Os11g34110",0,0,0,1,1,0,26,23,11,2,14,13,66,101,94,4,4,2
"1441","Chr11-19961262","LOC_Os11g34110",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,4,1
"1442","Chr11-20030035","LOC_Os11g34210",7,3,5,5,5,0,1,0,3,0,0,0,2,0,0,0,0,0
"1443","Chr11-20029922","LOC_Os11g34210",8,0,11,35,25,68,30,25,29,45,33,38,24,23,29,38,11,26
"1444","Chr11+23217430","LOC_Os11g38990",9,12,8,44,41,46,47,47,43,79,84,100,41,51,33,37,13,65
"1445","Chr11+23215966","LOC_Os11g38990",2,1,2,5,0,4,0,0,1,0,0,0,2,0,3,0,1,1
"1446","Chr11-26553199","LOC_Os11g43970",72,72,77,30,26,24,4,7,6,3,2,1,3,6,5,57,49,23
"1447","Chr11-26563294","LOC_Os11g43970",2,1,2,0,16,8,3,11,8,4,5,3,9,0,4,21,18,23
"1448","Chr11-26553039","LOC_Os11g43970",190,218,265,219,242,238,210,178,176,142,96,140,111,91,79,175,83,162
"1449","Chr12-954490","LOC_Os12g02720",6,3,1,4,3,5,3,2,6,4,2,1,6,14,15,0,0,0
"1450","Chr12-954320","LOC_Os12g02720",0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,12,4
"1451","Chr12+1807491","LOC_Os12g04260",6,9,11,11,26,5,7,6,5,3,3,6,0,1,2,34,9,0
"1452","Chr12+1807390","LOC_Os12g04260",4,4,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1453","Chr12-2012887","LOC_Os12g04740",5,6,9,26,25,35,12,15,8,29,27,26,16,14,19,0,0,0
"1454","Chr12-2013584","LOC_Os12g04740",0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,2,2,1
"1455","Chr12-2012992","LOC_Os12g04740",39,32,30,34,32,31,7,10,11,21,23,25,17,18,18,5,7,8
"1456","Chr12-2215942","LOC_Os12g05050",696,751,637,737,607,942,1118,1173,1142,732,918,745,174,184,200,81,265,80
"1457","Chr12-2215820","LOC_Os12g05050",12,12,16,5,28,20,0,0,0,3,1,3,0,0,0,0,0,0
"1458","Chr12+3283204","LOC_Os12g06740",48,30,47,11,7,20,18,14,14,7,8,5,15,9,4,1,24,29
"1459","Chr12+3283410","LOC_Os12g06740",1,0,4,6,6,1,0,2,2,1,1,3,1,2,0,30,11,28
"1460","Chr12+3282349","LOC_Os12g06740",20,22,13,46,28,30,22,36,23,13,26,11,26,29,30,25,14,32
"1461","Chr12+3282174","LOC_Os12g06740",10,1,7,4,3,1,1,0,0,1,1,1,0,0,0,0,0,0
"1462","Chr12+3283710","LOC_Os12g06740",5,20,22,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0
"1463","Chr12+3749505","LOC_Os12g07530",0,0,0,0,0,0,0,0,3,2,1,2,0,0,0,7,6,4
"1464","Chr12+3746719","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,33
"1465","Chr12+3749396","LOC_Os12g07530",46,76,58,30,20,13,45,47,67,34,38,34,23,8,26,40,7,104
"1466","Chr12+4047258","LOC_Os12g07970",0,3,0,28,36,53,38,40,41,76,84,76,49,62,47,4,5,8
"1467","Chr12+4045378","LOC_Os12g07970",0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,3,5,1
"1468","Chr12+6613717","LOC_Os12g12080",3,2,5,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"1469","Chr12+6614674","LOC_Os12g12080",2,3,4,0,0,1,0,1,0,1,0,2,1,1,4,18,7,2
"1470","Chr12+6896836","LOC_Os12g12514",0,0,0,0,0,0,5,3,3,1,2,2,0,0,0,0,0,0
"1471","Chr12+6893643","LOC_Os12g12514",3,2,3,2,3,2,0,0,0,0,1,0,0,0,0,0,1,3
"1472","Chr12+9365201","LOC_Os12g16350",47,35,71,3,17,19,95,98,98,91,101,98,62,107,87,55,36,86
"1473","Chr12+9353036","LOC_Os12g16350",2,0,1,5,3,1,0,1,0,0,0,0,2,0,1,0,0,0
"1474","Chr12+9353561","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,4
"1475","Chr12+9355781","LOC_Os12g16350",3,9,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1476","Chr12+9365494","LOC_Os12g16350",234,106,172,75,199,175,195,200,200,135,147,143,150,85,80,105,37,39
"1477","Chr12+9360849","LOC_Os12g16350",0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1478","Chr12+9357549","LOC_Os12g16350",5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479","Chr12-10454469","LOC_Os12g18130",5,14,14,1,9,15,6,7,11,2,1,5,0,6,9,13,56,12
"1480","Chr12-10457007","LOC_Os12g18130",0,0,0,2,2,2,0,0,0,0,0,0,0,0,0,30,56,43
"1481","Chr12-10457465","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,13
"1482","Chr12-10454645","LOC_Os12g18130",0,5,1,0,1,0,2,1,1,0,0,0,0,0,0,0,0,0
"1483","Chr12-10468305","LOC_Os12g18150",3,8,3,5,13,27,9,8,8,16,21,13,7,6,6,0,0,0
"1484","Chr12-10468185","LOC_Os12g18150",1,0,0,0,1,0,0,0,0,11,9,9,2,2,1,50,0,26
"1485","Chr12-11194013","LOC_Os12g19304",72,70,73,208,140,182,51,48,50,19,21,20,65,65,45,118,124,9
"1486","Chr12-11198317","LOC_Os12g19304",0,0,1,2,2,1,0,0,0,2,2,3,0,3,2,6,8,7
"1487","Chr12-11196962","LOC_Os12g19304",3,3,3,3,3,9,0,0,0,0,0,0,1,2,3,3,0,3
"1488","Chr12-11201831","LOC_Os12g19304",7,4,2,2,6,5,1,2,3,1,1,2,1,1,0,0,0,0
"1489","Chr12+11321756","LOC_Os12g19470",0,0,0,0,0,0,6,3,8,0,0,1,0,0,0,1,0,1
"1490","Chr12+11321355","LOC_Os12g19470",0,0,0,0,1,1,1032,1008,1050,27,29,33,2,4,7,1721,125,699
"1491","Chr12+11322506","LOC_Os12g19470",0,0,0,0,0,0,256,222,247,5,6,7,0,0,0,106,91,157
"1492","Chr12+12207528","LOC_Os12g21710",6,8,6,0,0,0,2,6,2,3,1,3,0,0,1,0,0,0
"1493","Chr12+12207877","LOC_Os12g21710",4,0,8,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0
"1494","Chr12+12207782","LOC_Os12g21710",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1495","Chr12+12207625","LOC_Os12g21710",52,17,30,17,6,8,36,39,32,19,17,19,6,13,18,32,0,8
"1496","Chr12-13815960","LOC_Os12g24250",5,23,12,1,3,0,0,0,0,0,0,1,0,1,0,0,0,0
"1497","Chr12-13828653","LOC_Os12g24250",4,1,7,1,1,0,0,0,0,0,1,0,0,4,2,5,0,0
"1498","Chr12-13815588","LOC_Os12g24250",0,0,1,2,4,9,5,9,7,13,15,20,9,11,10,0,0,0
"1499","Chr12-13815787","LOC_Os12g24250",51,56,75,38,37,36,47,49,55,128,122,87,53,63,67,50,29,159
"1500","Chr12+14057489","LOC_Os12g24580",0,0,0,0,0,0,0,0,1,17,26,17,9,10,10,7,12,8
"1501","Chr12+14057369","LOC_Os12g24580",6,16,12,26,23,25,23,27,40,149,136,153,119,87,136,0,0,0
"1502","Chr12-17406580","LOC_Os12g29340",75,47,51,40,41,45,28,19,21,43,38,42,26,37,46,19,35,12
"1503","Chr12-17406833","LOC_Os12g29340",13,13,12,56,92,109,42,42,40,29,75,72,35,64,27,14,14,5
"1504","Chr12-17406245","LOC_Os12g29340",5,6,6,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0
"1505","Chr12-17406200","LOC_Os12g29340",3,3,3,1,0,0,1,0,0,1,3,3,1,2,0,0,0,0
"1506","Chr12+18005089","LOC_Os12g30060",40,39,72,61,33,57,55,53,55,43,40,43,37,27,37,48,57,75
"1507","Chr12+18005230","LOC_Os12g30060",21,9,11,0,3,2,7,6,6,2,3,4,5,5,4,0,0,0
"1508","Chr12+19537195","LOC_Os12g32380",15,28,13,6,1,4,0,0,0,1,2,1,1,1,1,0,0,0
"1509","Chr12+19538293","LOC_Os12g32380",494,457,465,629,587,506,374,330,420,1042,1282,1142,987,958,951,29,249,340
"1510","Chr12+19612842","LOC_Os12g32499",19,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1511","Chr12+19622926","LOC_Os12g32499",4,6,2,16,15,7,1,0,0,0,0,0,0,0,0,1,8,10
"1512","Chr12+19613073","LOC_Os12g32499",2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1513","Chr12+19619245","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8
"1514","Chr12+19622888","LOC_Os12g32499",1,2,0,0,0,0,0,0,0,0,0,0,0,1,0,3,1,2
"1515","Chr12+19620235","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,51
"1516","Chr12+19637033","LOC_Os12g32536",26,22,19,0,0,0,6,7,3,1,0,0,0,0,0,15,16,29
"1517","Chr12+19637926","LOC_Os12g32536",13,8,20,35,44,41,47,46,46,15,12,10,33,32,30,86,118,243
"1518","Chr12+19637741","LOC_Os12g32536",1,2,1,0,0,0,2,3,1,1,1,2,2,1,3,30,17,28
"1519","Chr12+21639086","LOC_Os12g35580",138,45,125,68,42,21,101,80,103,62,70,70,43,24,18,75,23,6
"1520","Chr12+21639407","LOC_Os12g35580",1,5,2,0,0,0,1,0,1,0,0,0,2,2,1,7,28,14
"1521","Chr12+21638270","LOC_Os12g35580",1,0,2,5,1,9,2,5,0,6,4,8,8,6,7,29,38,30
"1522","Chr12+21639209","LOC_Os12g35580",22,18,12,5,0,2,11,12,11,10,10,19,4,2,2,4,3,0
"1523","Chr12+22599177","LOC_Os12g36870",0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1
"1524","Chr12+22598292","LOC_Os12g36870",0,0,0,0,0,0,5,4,2,0,0,0,0,0,0,0,0,0
"1525","Chr12+22598946","LOC_Os12g36870",0,0,0,3,0,0,6,2,0,0,0,0,0,0,0,27,50,26
"1526","Chr12-23307979","LOC_Os12g37939",5,10,7,13,6,3,52,43,47,57,59,58,38,40,46,65,23,60
"1527","Chr12-23311351","LOC_Os12g37939",1,0,0,3,3,0,1,3,2,0,2,6,3,4,7,0,0,0
"1528","Chr12-23313189","LOC_Os12g37939",1,2,0,0,1,0,11,7,7,4,2,3,8,7,7,0,0,0
"1529","Chr12-23313380","LOC_Os12g37939",0,0,0,0,0,0,1,1,1,1,1,0,0,0,0,0,0,0
"1530","Chr12-23307912","LOC_Os12g37939",2,2,0,6,6,2,35,32,31,49,65,89,27,29,27,28,73,38
"1531","Chr12-23308079","LOC_Os12g37939",2,2,0,0,0,0,0,0,0,0,2,1,0,1,0,10,6,4
"1532","Chr12-23313480","LOC_Os12g37939",0,0,0,0,0,0,2,3,1,1,0,1,0,1,0,0,0,0
"1533","Chr12-23314403","LOC_Os12g37939",0,0,1,3,2,1,0,0,0,0,1,0,0,0,0,0,0,0
"1534","Chr12+23637533","LOC_Os12g38490",21,37,32,118,81,42,102,99,106,57,63,61,58,59,56,20,34,67
"1535","Chr12+23637140","LOC_Os12g38490",36,30,49,48,35,48,49,41,53,81,78,52,37,29,32,71,55,50
"1536","Chr12+24934775","LOC_Os12g40279",2,1,1,2,4,2,3,1,0,3,3,3,4,5,2,0,10,5
"1537","Chr12+24943616","LOC_Os12g40279",82,88,91,35,47,50,75,75,66,41,38,37,64,66,46,4,4,17
"1538","Chr12+24925960","LOC_Os12g40279",0,0,0,0,1,1,0,0,1,0,0,0,0,0,0,14,10,16
"1539","Chr12+24950649","LOC_Os12g40279",64,16,20,21,15,12,94,92,95,56,48,46,64,61,49,684,375,714
"1540","Chr12-26629913","LOC_Os12g42860",0,0,0,5,9,7,4,4,5,7,2,7,44,45,41,14,7,16
"1541","Chr12-26630080","LOC_Os12g42860",71,63,80,355,404,538,250,266,250,193,189,157,994,943,1366,180,236,161
"1542","Chr12-27028041","LOC_Os12g43560",0,0,0,2,2,1,1,0,1,3,3,5,0,3,1,0,0,0
"1543","Chr12-27025539","LOC_Os12g43560",46,53,56,12,7,7,5,7,7,7,8,6,3,0,5,0,0,0
"1544","Chr12-27025466","LOC_Os12g43560",92,127,165,86,117,112,57,64,51,98,112,116,83,59,56,2,79,29
"1545","Chr12-27295600","LOC_Os12g44000",3,0,9,4,0,6,0,0,0,0,0,0,0,0,0,0,0,0
"1546","Chr12-27295464","LOC_Os12g44000",29,29,34,58,58,50,48,44,44,53,72,66,62,64,41,207,130,195
