"","chrstrandcoord","gene","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","root_60days1","root_60days2","root_60days3","anther1","anther2","anther3","pistil1","pistil2","pistil3"
"1398","Chr11-947562","LOC_Os11g02830",0,0,1,0,0,0,0,1,0,0,0,1,1,1,2,5,5,5
"1399","Chr11+2237175","LOC_Os11g05100",5,2,3,2,1,0,1,1,1,1,1,0,0,1,0,0,0,0
"1400","Chr11+2239027","LOC_Os11g05100",35,32,33,16,21,37,26,28,29,50,57,58,36,73,67,44,49,47
"1401","Chr11+2239156","LOC_Os11g05100",0,0,0,0,0,0,2,2,1,0,0,1,2,1,2,0,0,0
"1402","Chr11+2238761","LOC_Os11g05100",0,1,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0
"1403","Chr11-2748523","LOC_Os11g05870",0,2,1,5,1,7,4,4,3,20,17,20,7,16,12,6,6,6
"1404","Chr11-2746377","LOC_Os11g05870",23,13,17,25,25,22,33,35,36,98,98,108,61,62,61,74,76,76
"1405","Chr11-2748250","LOC_Os11g05870",0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0
"1406","Chr11+3338754","LOC_Os11g06810",6,4,5,1,3,4,0,4,3,2,2,2,7,8,8,5,3,7
"1407","Chr11+3338926","LOC_Os11g06810",20,5,0,9,9,8,1,8,6,6,5,7,11,16,11,15,14,23
"1408","Chr11+3339029","LOC_Os11g06810",10,1,2,4,3,2,2,2,1,1,2,1,4,2,2,1,1,1
"1409","Chr11+4091045","LOC_Os11g07912",0,0,0,0,0,0,0,0,0,1,2,1,1,0,1,3,5,1
"1410","Chr11+4090550","LOC_Os11g07912",1,1,0,0,0,0,1,0,0,49,44,32,95,96,104,152,149,160
"1411","Chr11-4866489","LOC_Os11g09140",89,77,73,102,102,99,35,41,29,56,52,51,31,39,37,40,59,51
"1412","Chr11-4866685","LOC_Os11g09140",1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1413","Chr11-6204078","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,0,0,0,14,11,15,0,0,0
"1414","Chr11-6202357","LOC_Os11g11210",4,1,2,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0
"1415","Chr11-6204643","LOC_Os11g11210",0,0,0,0,1,0,5,5,6,1,1,0,3,18,11,2,1,2
"1416","Chr11-6204288","LOC_Os11g11210",0,0,0,2,1,0,9,3,10,2,2,2,9,17,14,1,0,0
"1417","Chr11-6201124","LOC_Os11g11210",37,49,43,31,31,28,15,14,11,2,3,2,2,2,1,1,5,2
"1418","Chr11-6201292","LOC_Os11g11210",31,37,18,42,50,36,2,3,1,4,2,4,2,0,1,6,5,7
"1419","Chr11-8169430","LOC_Os11g14544",5,7,12,0,1,0,3,5,3,0,2,2,1,1,1,0,1,0
"1420","Chr11-8169613","LOC_Os11g14544",1,0,0,4,4,1,4,2,3,3,16,20,2,3,6,2,3,1
"1421","Chr11-8163386","LOC_Os11g14544",621,654,721,797,801,799,506,516,536,372,372,371,326,319,318,312,287,292
"1422","Chr11-8165977","LOC_Os11g14544",0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,1,1,1
"1423","Chr11-8163269","LOC_Os11g14544",3,3,3,5,4,2,0,1,0,3,3,3,1,1,3,1,0,0
"1424","Chr11+9810447","LOC_Os11g17600",0,0,0,1,1,1,0,0,0,0,0,0,28,29,29,1,0,0
"1425","Chr11+9810290","LOC_Os11g17600",0,0,0,1,0,0,0,0,0,0,0,0,15,15,15,0,0,0
"1426","Chr11+9810001","LOC_Os11g17600",3,2,0,1,0,0,4,2,2,2,1,3,363,389,366,6,3,6
"1427","Chr11+9806650","LOC_Os11g17600",0,0,0,3,0,3,0,0,0,0,0,1,0,2,2,0,0,0
"1428","Chr11+9809923","LOC_Os11g17600",1,1,0,0,0,0,2,2,2,1,1,1,44,44,52,3,4,3
"1429","Chr11+11411296","LOC_Os11g19800",6,9,3,10,8,3,7,12,14,12,6,13,8,8,8,8,9,3
"1430","Chr11+11411169","LOC_Os11g19800",39,42,41,31,35,34,45,43,37,23,22,22,51,53,49,53,63,71
"1431","Chr11+15462352","LOC_Os11g26910",1231,1139,1158,1163,1317,1170,923,933,929,1326,1385,1065,1305,1197,1340,1362,1424,1041
"1432","Chr11+15460358","LOC_Os11g26910",4,3,1,1,3,0,1,2,4,1,7,10,1,4,1,1,2,1
"1433","Chr11+15668262","LOC_Os11g27240",0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0
"1434","Chr11+15669323","LOC_Os11g27240",0,0,0,0,0,0,0,0,0,0,0,0,7,6,9,0,0,0
"1435","Chr11+15669104","LOC_Os11g27240",0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
"1436","Chr11+17725679","LOC_Os11g30484",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1437","Chr11+17725443","LOC_Os11g30484",29,30,24,53,38,38,56,45,49,21,16,25,21,21,28,36,36,11
"1438","Chr11-19533690","LOC_Os11g33050",5,7,5,3,3,1,3,2,4,33,31,23,13,13,9,7,7,15
"1439","Chr11-19533619","LOC_Os11g33050",19,28,26,2,8,11,7,9,17,80,62,76,12,10,17,39,28,9
"1440","Chr11-19956771","LOC_Os11g34110",250,211,211,135,134,110,26,23,11,66,101,94,54,64,57,572,549,542
"1441","Chr11-19961262","LOC_Os11g34110",2,2,0,2,0,0,0,0,0,0,0,0,2,0,1,0,0,0
"1442","Chr11-20030035","LOC_Os11g34210",2,1,3,5,2,2,1,0,3,2,0,0,2,1,3,4,2,3
"1443","Chr11-20029922","LOC_Os11g34210",58,51,68,69,67,68,30,25,29,24,23,29,47,36,38,59,35,47
"1444","Chr11+23217430","LOC_Os11g38990",119,58,110,53,64,76,47,47,43,41,51,33,41,57,45,47,35,38
"1445","Chr11+23215966","LOC_Os11g38990",1,0,2,0,0,1,0,0,1,2,0,3,3,2,0,3,6,3
"1446","Chr11-26553199","LOC_Os11g43970",5,6,5,5,8,6,4,7,6,3,6,5,32,38,20,8,8,9
"1447","Chr11-26563294","LOC_Os11g43970",6,2,9,4,2,1,3,11,8,9,0,4,2,3,1,1,1,1
"1448","Chr11-26553039","LOC_Os11g43970",214,214,204,230,206,188,210,178,176,111,91,79,196,187,170,87,102,96
"1449","Chr12-954490","LOC_Os12g02720",3,7,2,8,9,8,3,2,6,6,14,15,3,7,3,5,6,8
"1450","Chr12-954320","LOC_Os12g02720",4,1,1,0,0,0,0,0,0,0,2,0,2,1,2,0,0,3
"1451","Chr12+1807491","LOC_Os12g04260",52,35,31,19,21,21,7,6,5,0,1,2,23,15,20,23,17,18
"1452","Chr12+1807390","LOC_Os12g04260",0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1453","Chr12-2012887","LOC_Os12g04740",3,0,0,6,6,2,12,15,8,16,14,19,6,2,3,25,34,26
"1454","Chr12-2013584","LOC_Os12g04740",2,3,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1455","Chr12-2012992","LOC_Os12g04740",1,2,6,6,12,7,7,10,11,17,18,18,9,9,10,44,45,44
"1456","Chr12-2215942","LOC_Os12g05050",946,929,1037,1053,1260,1162,1118,1173,1142,174,184,200,32,37,31,73,56,59
"1457","Chr12-2215820","LOC_Os12g05050",2,3,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1458","Chr12+3283204","LOC_Os12g06740",32,40,35,46,52,57,18,14,14,15,9,4,14,12,10,17,14,18
"1459","Chr12+3283410","LOC_Os12g06740",1,3,0,8,1,5,0,2,2,1,2,0,2,0,4,0,3,1
"1460","Chr12+3282349","LOC_Os12g06740",37,30,38,57,49,57,22,36,23,26,29,30,22,16,20,22,20,19
"1461","Chr12+3282174","LOC_Os12g06740",2,1,0,2,3,1,1,0,0,0,0,0,1,2,0,0,1,0
"1462","Chr12+3283710","LOC_Os12g06740",1,1,0,2,3,0,1,0,0,0,0,0,0,0,0,0,0,0
"1463","Chr12+3749505","LOC_Os12g07530",0,0,0,2,2,0,0,0,3,0,0,0,2,1,2,1,0,0
"1464","Chr12+3746719","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1465","Chr12+3749396","LOC_Os12g07530",40,60,48,76,86,64,45,47,67,23,8,26,50,47,45,39,52,35
"1466","Chr12+4047258","LOC_Os12g07970",20,24,18,31,28,28,38,40,41,49,62,47,30,25,19,90,87,86
"1467","Chr12+4045378","LOC_Os12g07970",0,0,0,1,1,1,0,1,0,0,0,0,0,1,1,0,0,0
"1468","Chr12+6613717","LOC_Os12g12080",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1469","Chr12+6614674","LOC_Os12g12080",4,7,4,1,0,1,0,1,0,1,1,4,0,0,0,0,0,0
"1470","Chr12+6896836","LOC_Os12g12514",5,6,6,0,0,0,5,3,3,0,0,0,0,0,0,0,0,0
"1471","Chr12+6893643","LOC_Os12g12514",3,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1472","Chr12+9365201","LOC_Os12g16350",118,109,131,75,73,70,95,98,98,62,107,87,133,126,135,153,132,174
"1473","Chr12+9353036","LOC_Os12g16350",0,0,0,0,0,0,0,1,0,2,0,1,1,1,0,1,1,1
"1474","Chr12+9353561","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1475","Chr12+9355781","LOC_Os12g16350",0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
"1476","Chr12+9365494","LOC_Os12g16350",225,239,217,300,247,185,195,200,200,150,85,80,150,121,141,113,102,104
"1477","Chr12+9360849","LOC_Os12g16350",0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0
"1478","Chr12+9357549","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479","Chr12-10454469","LOC_Os12g18130",4,6,5,2,2,2,6,7,11,0,6,9,23,19,20,5,9,7
"1480","Chr12-10457007","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,15,13,10,0,0,0
"1481","Chr12-10457465","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0
"1482","Chr12-10454645","LOC_Os12g18130",0,0,0,0,2,1,2,1,1,0,0,0,5,4,6,3,0,1
"1483","Chr12-10468305","LOC_Os12g18150",1,9,22,10,17,6,9,8,8,7,6,6,5,4,10,19,18,18
"1484","Chr12-10468185","LOC_Os12g18150",3,6,3,3,2,5,0,0,0,2,2,1,0,0,1,1,1,2
"1485","Chr12-11194013","LOC_Os12g19304",152,117,132,48,71,64,51,48,50,65,65,45,23,8,18,4,1,10
"1486","Chr12-11198317","LOC_Os12g19304",2,1,3,1,0,1,0,0,0,0,3,2,3,1,0,1,0,0
"1487","Chr12-11196962","LOC_Os12g19304",0,0,0,0,0,0,0,0,0,1,2,3,0,0,0,0,0,0
"1488","Chr12-11201831","LOC_Os12g19304",4,6,5,4,3,4,1,2,3,1,1,0,1,0,1,3,3,2
"1489","Chr12+11321756","LOC_Os12g19470",86,91,72,53,55,44,6,3,8,0,0,0,0,0,0,4,0,3
"1490","Chr12+11321355","LOC_Os12g19470",8687,8458,9023,4781,3321,4367,1032,1008,1050,2,4,7,152,124,121,360,348,342
"1491","Chr12+11322506","LOC_Os12g19470",3660,3923,3609,1562,1131,1275,256,222,247,0,0,0,3,3,5,8,3,5
"1492","Chr12+12207528","LOC_Os12g21710",6,16,6,5,4,5,2,6,2,0,0,1,2,2,1,0,0,2
"1493","Chr12+12207877","LOC_Os12g21710",2,0,1,0,2,2,1,0,0,0,0,0,0,0,0,0,0,0
"1494","Chr12+12207782","LOC_Os12g21710",3,2,1,0,0,0,0,0,0,0,0,0,0,1,0,0,1,1
"1495","Chr12+12207625","LOC_Os12g21710",72,82,95,67,43,54,36,39,32,6,13,18,12,11,11,21,7,8
"1496","Chr12-13815960","LOC_Os12g24250",4,3,1,0,0,0,0,0,0,0,1,0,3,4,2,2,2,0
"1497","Chr12-13828653","LOC_Os12g24250",3,0,1,1,0,0,0,0,0,0,4,2,1,1,1,0,2,1
"1498","Chr12-13815588","LOC_Os12g24250",5,9,4,2,10,15,5,9,7,9,11,10,14,14,12,13,14,14
"1499","Chr12-13815787","LOC_Os12g24250",56,62,55,42,56,57,47,49,55,53,63,67,123,117,98,123,93,104
"1500","Chr12+14057489","LOC_Os12g24580",7,6,3,0,0,0,0,0,1,9,10,10,0,1,0,0,1,1
"1501","Chr12+14057369","LOC_Os12g24580",59,54,62,26,32,24,23,27,40,119,87,136,6,6,5,14,19,11
"1502","Chr12-17406580","LOC_Os12g29340",14,14,12,10,9,11,28,19,21,26,37,46,84,98,89,24,16,22
"1503","Chr12-17406833","LOC_Os12g29340",13,21,13,21,23,23,42,42,40,35,64,27,17,19,22,26,31,28
"1504","Chr12-17406245","LOC_Os12g29340",0,0,0,0,0,0,0,0,0,1,0,0,5,4,0,0,0,0
"1505","Chr12-17406200","LOC_Os12g29340",0,0,0,0,0,0,1,0,0,1,2,0,3,5,8,0,0,0
"1506","Chr12+18005089","LOC_Os12g30060",19,46,21,25,23,28,55,53,55,37,27,37,50,41,64,40,45,40
"1507","Chr12+18005230","LOC_Os12g30060",4,2,2,8,3,2,7,6,6,5,5,4,2,2,2,2,8,3
"1508","Chr12+19537195","LOC_Os12g32380",5,1,0,1,0,0,0,0,0,1,1,1,0,0,0,2,1,0
"1509","Chr12+19538293","LOC_Os12g32380",228,212,207,280,271,273,374,330,420,987,958,951,458,406,455,732,683,711
"1510","Chr12+19612842","LOC_Os12g32499",0,0,0,0,2,2,0,0,0,0,0,0,3,2,3,2,2,2
"1511","Chr12+19622926","LOC_Os12g32499",0,0,0,0,0,0,1,0,0,0,0,0,10,23,12,5,5,5
"1512","Chr12+19613073","LOC_Os12g32499",1,2,4,0,0,0,0,0,0,0,0,0,1,6,4,0,1,1
"1513","Chr12+19619245","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,1,0,0
"1514","Chr12+19622888","LOC_Os12g32499",0,1,0,0,0,0,0,0,0,0,1,0,4,3,1,0,2,2
"1515","Chr12+19620235","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516","Chr12+19637033","LOC_Os12g32536",6,0,1,4,2,4,6,7,3,0,0,0,11,5,8,6,3,6
"1517","Chr12+19637926","LOC_Os12g32536",67,41,36,71,64,70,47,46,46,33,32,30,79,85,60,40,52,35
"1518","Chr12+19637741","LOC_Os12g32536",0,0,1,1,1,1,2,3,1,2,1,3,4,6,6,1,1,0
"1519","Chr12+21639086","LOC_Os12g35580",99,98,67,110,136,134,101,80,103,43,24,18,51,41,42,74,58,67
"1520","Chr12+21639407","LOC_Os12g35580",0,6,1,1,1,0,1,0,1,2,2,1,1,0,0,0,0,0
"1521","Chr12+21638270","LOC_Os12g35580",10,11,6,10,8,9,2,5,0,8,6,7,24,23,15,3,4,4
"1522","Chr12+21639209","LOC_Os12g35580",9,14,2,7,5,9,11,12,11,4,2,2,10,10,11,1,4,10
"1523","Chr12+22599177","LOC_Os12g36870",0,0,0,3,0,4,2,0,1,0,0,0,5,7,3,1,1,1
"1524","Chr12+22598292","LOC_Os12g36870",13,0,2,2,2,3,5,4,2,0,0,0,3,3,2,1,0,0
"1525","Chr12+22598946","LOC_Os12g36870",3,0,4,4,4,3,6,2,0,0,0,0,11,4,5,2,2,1
"1526","Chr12-23307979","LOC_Os12g37939",46,57,68,94,69,110,52,43,47,38,40,46,43,38,39,8,16,15
"1527","Chr12-23311351","LOC_Os12g37939",0,1,0,0,0,1,1,3,2,3,4,7,4,6,10,0,0,0
"1528","Chr12-23313189","LOC_Os12g37939",1,0,1,16,2,13,11,7,7,8,7,7,3,5,5,4,3,4
"1529","Chr12-23313380","LOC_Os12g37939",1,0,6,0,1,0,1,1,1,0,0,0,0,0,0,1,0,0
"1530","Chr12-23307912","LOC_Os12g37939",33,51,55,38,57,47,35,32,31,27,29,27,23,35,25,22,17,18
"1531","Chr12-23308079","LOC_Os12g37939",6,1,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
"1532","Chr12-23313480","LOC_Os12g37939",1,1,0,2,0,1,2,3,1,0,1,0,3,1,1,1,2,1
"1533","Chr12-23314403","LOC_Os12g37939",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,1
"1534","Chr12+23637533","LOC_Os12g38490",97,50,92,123,127,103,102,99,106,58,59,56,38,30,34,73,72,72
"1535","Chr12+23637140","LOC_Os12g38490",8,4,10,21,25,21,49,41,53,37,29,32,19,19,20,43,44,45
"1536","Chr12+24934775","LOC_Os12g40279",8,3,4,1,2,0,3,1,0,4,5,2,1,2,0,1,1,1
"1537","Chr12+24943616","LOC_Os12g40279",73,94,95,114,108,114,75,75,66,64,66,46,65,54,58,73,68,71
"1538","Chr12+24925960","LOC_Os12g40279",0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0
"1539","Chr12+24950649","LOC_Os12g40279",151,144,157,101,106,103,94,92,95,64,61,49,160,160,180,58,45,33
"1540","Chr12-26629913","LOC_Os12g42860",1,2,1,19,20,6,4,4,5,44,45,41,7,4,5,11,13,12
"1541","Chr12-26630080","LOC_Os12g42860",20,21,2,303,252,295,250,266,250,994,943,1366,186,181,181,1282,1284,1031
"1542","Chr12-27028041","LOC_Os12g43560",0,0,1,1,0,0,1,0,1,0,3,1,0,0,0,0,1,1
"1543","Chr12-27025539","LOC_Os12g43560",24,15,17,6,9,6,5,7,7,3,0,5,2,8,5,7,8,10
"1544","Chr12-27025466","LOC_Os12g43560",134,123,100,64,60,66,57,64,51,83,59,56,61,60,61,61,78,78
"1545","Chr12-27295600","LOC_Os12g44000",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1546","Chr12-27295464","LOC_Os12g44000",28,29,30,55,31,56,48,44,44,62,64,41,88,90,71,47,40,45
