"","chrstrandcoord","gene","dry_seed1","dry_seed2","dry_seed3","imbibed_seed1","imbibed_seed2","imbibed_seed3","leaf_60days1","leaf_60days2","leaf_60days3","husk1","husk2","husk3","anther1","anther2","anther3","embryo1","embryo2","embryo3"
"1397","Chr11-947702","LOC_Os11g02830",0,1,3,4,4,5,0,0,0,0,0,0,0,0,1,1,1,2
"1398","Chr11-947562","LOC_Os11g02830",0,2,2,3,1,8,0,0,0,1,0,2,1,1,2,5,6,4
"1399","Chr11+2237175","LOC_Os11g05100",5,0,4,2,7,8,2,1,0,1,1,0,0,1,0,2,0,0
"1400","Chr11+2239027","LOC_Os11g05100",43,46,42,68,73,77,16,21,37,24,24,27,36,73,67,38,24,33
"1401","Chr11+2239156","LOC_Os11g05100",0,0,0,0,0,0,0,0,0,0,1,0,2,1,2,0,0,0
"1402","Chr11+2238761","LOC_Os11g05100",10,0,3,2,2,7,0,0,0,1,2,2,2,1,2,3,3,3
"1403","Chr11-2748523","LOC_Os11g05870",12,18,12,2,4,3,5,1,7,8,6,7,7,16,12,11,11,12
"1404","Chr11-2746377","LOC_Os11g05870",30,27,40,29,26,28,25,25,22,64,88,63,61,62,61,19,23,15
"1405","Chr11-2748250","LOC_Os11g05870",2,1,0,1,0,0,0,0,0,1,1,1,1,0,1,0,0,0
"1406","Chr11+3338754","LOC_Os11g06810",5,8,16,8,9,5,1,3,4,0,0,0,7,8,8,10,10,8
"1407","Chr11+3338926","LOC_Os11g06810",0,1,2,10,8,14,9,9,8,27,11,0,11,16,11,6,6,8
"1408","Chr11+3339029","LOC_Os11g06810",0,0,0,1,0,1,4,3,2,2,4,4,4,2,2,0,1,2
"1409","Chr11+4091045","LOC_Os11g07912",0,0,0,0,0,0,0,0,0,1,0,0,1,0,1,2,0,2
"1410","Chr11+4090550","LOC_Os11g07912",28,29,18,34,32,37,0,0,0,126,98,98,95,96,104,42,41,44
"1411","Chr11-4866489","LOC_Os11g09140",57,9,37,32,52,31,102,102,99,40,77,70,31,39,37,6,8,9
"1412","Chr11-4866685","LOC_Os11g09140",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
"1413","Chr11-6204078","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,1,0,3,14,11,15,0,0,0
"1414","Chr11-6202357","LOC_Os11g11210",0,0,0,0,0,0,0,1,0,1,1,1,0,0,1,0,0,0
"1415","Chr11-6204643","LOC_Os11g11210",13,17,8,1,3,3,0,1,0,3,0,5,3,18,11,4,5,7
"1416","Chr11-6204288","LOC_Os11g11210",1,0,1,0,0,3,2,1,0,17,18,16,9,17,14,0,0,0
"1417","Chr11-6201124","LOC_Os11g11210",0,0,0,0,0,0,31,31,28,8,8,1,2,2,1,0,1,0
"1418","Chr11-6201292","LOC_Os11g11210",1,1,0,0,1,0,42,50,36,7,3,3,2,0,1,16,12,14
"1419","Chr11-8169430","LOC_Os11g14544",16,17,6,12,17,4,0,1,0,0,2,0,1,1,1,0,0,0
"1420","Chr11-8169613","LOC_Os11g14544",0,0,0,2,2,5,4,4,1,5,1,7,2,3,6,2,4,3
"1421","Chr11-8163386","LOC_Os11g14544",266,293,264,190,198,181,797,801,799,269,293,289,326,319,318,240,240,289
"1422","Chr11-8165977","LOC_Os11g14544",10,6,5,2,4,3,2,0,1,1,1,0,0,0,0,1,1,3
"1423","Chr11-8163269","LOC_Os11g14544",0,0,0,0,0,0,5,4,2,3,4,1,1,1,3,0,0,0
"1424","Chr11+9810447","LOC_Os11g17600",0,0,0,1,0,0,1,1,1,1,2,2,28,29,29,0,0,0
"1425","Chr11+9810290","LOC_Os11g17600",0,0,0,0,0,0,1,0,0,2,1,1,15,15,15,0,0,0
"1426","Chr11+9810001","LOC_Os11g17600",1,6,6,0,0,2,1,0,0,40,13,42,363,389,366,4,4,4
"1427","Chr11+9806650","LOC_Os11g17600",2,0,1,4,2,7,3,0,3,0,0,0,0,2,2,1,1,2
"1428","Chr11+9809923","LOC_Os11g17600",0,0,0,1,0,2,0,0,0,5,3,5,44,44,52,0,1,0
"1429","Chr11+11411296","LOC_Os11g19800",4,3,0,15,11,11,10,8,3,7,7,5,8,8,8,0,0,0
"1430","Chr11+11411169","LOC_Os11g19800",18,15,11,64,60,65,31,35,34,58,37,37,51,53,49,27,27,27
"1431","Chr11+15462352","LOC_Os11g26910",1040,1035,1034,827,928,735,1163,1317,1170,1140,964,745,1305,1197,1340,1311,1182,1268
"1432","Chr11+15460358","LOC_Os11g26910",1,0,1,2,2,3,1,3,0,2,5,4,1,4,1,11,4,11
"1433","Chr11+15668262","LOC_Os11g27240",1,3,1,1,1,0,0,0,0,0,1,0,0,0,3,1,2,1
"1434","Chr11+15669323","LOC_Os11g27240",7,4,3,2,2,2,0,0,0,0,0,5,7,6,9,0,0,0
"1435","Chr11+15669104","LOC_Os11g27240",0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0
"1436","Chr11+17725679","LOC_Os11g30484",6,15,17,0,0,2,0,0,0,0,0,0,0,0,0,10,7,7
"1437","Chr11+17725443","LOC_Os11g30484",59,46,64,27,43,38,53,38,38,43,60,24,21,21,28,51,43,54
"1438","Chr11-19533690","LOC_Os11g33050",31,27,30,35,31,33,3,3,1,0,1,0,13,13,9,39,42,42
"1439","Chr11-19533619","LOC_Os11g33050",4,28,46,40,52,61,2,8,11,3,17,5,12,10,17,14,13,11
"1440","Chr11-19956771","LOC_Os11g34110",0,0,0,1,1,0,135,134,110,60,38,44,54,64,57,0,0,0
"1441","Chr11-19961262","LOC_Os11g34110",0,0,0,0,0,0,2,0,0,1,1,0,2,0,1,0,0,0
"1442","Chr11-20030035","LOC_Os11g34210",7,3,5,5,5,0,5,2,2,0,1,0,2,1,3,11,9,6
"1443","Chr11-20029922","LOC_Os11g34210",8,0,11,35,25,68,69,67,68,51,26,51,47,36,38,37,5,22
"1444","Chr11+23217430","LOC_Os11g38990",9,12,8,44,41,46,53,64,76,31,21,23,41,57,45,16,11,20
"1445","Chr11+23215966","LOC_Os11g38990",2,1,2,5,0,4,0,0,1,2,1,0,3,2,0,1,1,1
"1446","Chr11-26553199","LOC_Os11g43970",72,72,77,30,26,24,5,8,6,16,3,14,32,38,20,37,29,32
"1447","Chr11-26563294","LOC_Os11g43970",2,1,2,0,16,8,4,2,1,2,1,2,2,3,1,0,1,0
"1448","Chr11-26553039","LOC_Os11g43970",190,218,265,219,242,238,230,206,188,192,188,187,196,187,170,220,226,255
"1449","Chr12-954490","LOC_Os12g02720",6,3,1,4,3,5,8,9,8,35,47,44,3,7,3,8,6,5
"1450","Chr12-954320","LOC_Os12g02720",0,0,0,0,0,0,0,0,0,5,4,5,2,1,2,0,0,0
"1451","Chr12+1807491","LOC_Os12g04260",6,9,11,11,26,5,19,21,21,14,5,19,23,15,20,17,14,16
"1452","Chr12+1807390","LOC_Os12g04260",4,4,3,0,0,0,1,0,0,2,0,1,0,0,0,8,11,5
"1453","Chr12-2012887","LOC_Os12g04740",5,6,9,26,25,35,6,6,2,14,12,16,6,2,3,18,21,19
"1454","Chr12-2013584","LOC_Os12g04740",0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,1,1,1
"1455","Chr12-2012992","LOC_Os12g04740",39,32,30,34,32,31,6,12,7,20,27,24,9,9,10,33,33,36
"1456","Chr12-2215942","LOC_Os12g05050",696,751,637,737,607,942,1053,1260,1162,203,280,239,32,37,31,130,96,103
"1457","Chr12-2215820","LOC_Os12g05050",12,12,16,5,28,20,0,1,1,0,0,0,0,0,0,0,0,0
"1458","Chr12+3283204","LOC_Os12g06740",48,30,47,11,7,20,46,52,57,12,14,16,14,12,10,28,36,24
"1459","Chr12+3283410","LOC_Os12g06740",1,0,4,6,6,1,8,1,5,0,0,1,2,0,4,0,0,0
"1460","Chr12+3282349","LOC_Os12g06740",20,22,13,46,28,30,57,49,57,4,6,3,22,16,20,19,19,26
"1461","Chr12+3282174","LOC_Os12g06740",10,1,7,4,3,1,2,3,1,1,0,1,1,2,0,0,2,2
"1462","Chr12+3283710","LOC_Os12g06740",5,20,22,1,2,0,2,3,0,0,0,0,0,0,0,3,5,3
"1463","Chr12+3749505","LOC_Os12g07530",0,0,0,0,0,0,2,2,0,1,0,0,2,1,2,3,2,0
"1464","Chr12+3746719","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1465","Chr12+3749396","LOC_Os12g07530",46,76,58,30,20,13,76,86,64,49,41,41,50,47,45,38,42,34
"1466","Chr12+4047258","LOC_Os12g07970",0,3,0,28,36,53,31,28,28,47,69,53,30,25,19,5,5,5
"1467","Chr12+4045378","LOC_Os12g07970",0,0,0,0,2,0,1,1,1,0,0,0,0,1,1,0,1,0
"1468","Chr12+6613717","LOC_Os12g12080",3,2,5,6,7,3,0,0,0,0,0,0,0,0,0,0,0,0
"1469","Chr12+6614674","LOC_Os12g12080",2,3,4,0,0,1,1,0,1,2,2,1,0,0,0,1,1,1
"1470","Chr12+6896836","LOC_Os12g12514",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1471","Chr12+6893643","LOC_Os12g12514",3,2,3,2,3,2,0,0,0,1,0,0,0,0,0,0,0,0
"1472","Chr12+9365201","LOC_Os12g16350",47,35,71,3,17,19,75,73,70,136,111,157,133,126,135,116,113,119
"1473","Chr12+9353036","LOC_Os12g16350",2,0,1,5,3,1,0,0,0,0,0,0,1,1,0,0,2,0
"1474","Chr12+9353561","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1475","Chr12+9355781","LOC_Os12g16350",3,9,3,0,0,0,0,0,0,0,2,3,0,0,0,9,7,8
"1476","Chr12+9365494","LOC_Os12g16350",234,106,172,75,199,175,300,247,185,180,62,218,150,121,141,185,156,196
"1477","Chr12+9360849","LOC_Os12g16350",0,0,0,2,0,1,0,0,1,0,0,0,0,0,0,2,2,0
"1478","Chr12+9357549","LOC_Os12g16350",5,6,6,0,0,0,0,0,0,0,0,0,0,0,0,3,3,3
"1479","Chr12-10454469","LOC_Os12g18130",5,14,14,1,9,15,2,2,2,2,9,9,23,19,20,10,3,6
"1480","Chr12-10457007","LOC_Os12g18130",0,0,0,2,2,2,0,0,0,3,1,2,15,13,10,0,0,0
"1481","Chr12-10457465","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,4,5,6,0,0,0
"1482","Chr12-10454645","LOC_Os12g18130",0,5,1,0,1,0,0,2,1,2,0,1,5,4,6,4,4,5
"1483","Chr12-10468305","LOC_Os12g18150",3,8,3,5,13,27,10,17,6,9,13,11,5,4,10,12,10,16
"1484","Chr12-10468185","LOC_Os12g18150",1,0,0,0,1,0,3,2,5,0,0,0,0,0,1,0,0,5
"1485","Chr12-11194013","LOC_Os12g19304",72,70,73,208,140,182,48,71,64,30,23,26,23,8,18,65,97,93
"1486","Chr12-11198317","LOC_Os12g19304",0,0,1,2,2,1,1,0,1,1,1,1,3,1,0,0,0,0
"1487","Chr12-11196962","LOC_Os12g19304",3,3,3,3,3,9,0,0,0,0,0,0,0,0,0,3,0,3
"1488","Chr12-11201831","LOC_Os12g19304",7,4,2,2,6,5,4,3,4,3,4,3,1,0,1,6,6,6
"1489","Chr12+11321756","LOC_Os12g19470",0,0,0,0,0,0,53,55,44,12,1,6,0,0,0,0,0,0
"1490","Chr12+11321355","LOC_Os12g19470",0,0,0,0,1,1,4781,3321,4367,2144,2289,2251,152,124,121,0,0,0
"1491","Chr12+11322506","LOC_Os12g19470",0,0,0,0,0,0,1562,1131,1275,212,234,209,3,3,5,0,0,2
"1492","Chr12+12207528","LOC_Os12g21710",6,8,6,0,0,0,5,4,5,2,5,2,2,2,1,4,7,5
"1493","Chr12+12207877","LOC_Os12g21710",4,0,8,0,1,4,0,2,2,1,2,0,0,0,0,2,2,1
"1494","Chr12+12207782","LOC_Os12g21710",0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,5,5,5
"1495","Chr12+12207625","LOC_Os12g21710",52,17,30,17,6,8,67,43,54,33,22,27,12,11,11,33,43,47
"1496","Chr12-13815960","LOC_Os12g24250",5,23,12,1,3,0,0,0,0,0,0,0,3,4,2,26,23,26
"1497","Chr12-13828653","LOC_Os12g24250",4,1,7,1,1,0,1,0,0,2,0,2,1,1,1,1,0,3
"1498","Chr12-13815588","LOC_Os12g24250",0,0,1,2,4,9,2,10,15,22,19,17,14,14,12,2,0,2
"1499","Chr12-13815787","LOC_Os12g24250",51,56,75,38,37,36,42,56,57,89,95,94,123,117,98,106,80,79
"1500","Chr12+14057489","LOC_Os12g24580",0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0
"1501","Chr12+14057369","LOC_Os12g24580",6,16,12,26,23,25,26,32,24,9,8,7,6,6,5,0,0,0
"1502","Chr12-17406580","LOC_Os12g29340",75,47,51,40,41,45,10,9,11,30,43,26,84,98,89,27,21,7
"1503","Chr12-17406833","LOC_Os12g29340",13,13,12,56,92,109,21,23,23,40,43,51,17,19,22,21,18,26
"1504","Chr12-17406245","LOC_Os12g29340",5,6,6,1,1,0,0,0,0,0,0,0,5,4,0,6,4,6
"1505","Chr12-17406200","LOC_Os12g29340",3,3,3,1,0,0,0,0,0,1,0,2,3,5,8,3,7,3
"1506","Chr12+18005089","LOC_Os12g30060",40,39,72,61,33,57,25,23,28,35,19,45,50,41,64,77,60,55
"1507","Chr12+18005230","LOC_Os12g30060",21,9,11,0,3,2,8,3,2,3,8,6,2,2,2,11,11,9
"1508","Chr12+19537195","LOC_Os12g32380",15,28,13,6,1,4,1,0,0,0,0,0,0,0,0,10,12,11
"1509","Chr12+19538293","LOC_Os12g32380",494,457,465,629,587,506,280,271,273,350,330,332,458,406,455,838,857,870
"1510","Chr12+19612842","LOC_Os12g32499",19,1,3,0,0,0,0,2,2,1,1,3,3,2,3,0,0,0
"1511","Chr12+19622926","LOC_Os12g32499",4,6,2,16,15,7,0,0,0,14,1,0,10,23,12,5,2,6
"1512","Chr12+19613073","LOC_Os12g32499",2,4,0,0,0,0,0,0,0,2,0,0,1,6,4,0,1,0
"1513","Chr12+19619245","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,4,4,3,0,0,0
"1514","Chr12+19622888","LOC_Os12g32499",1,2,0,0,0,0,0,0,0,0,0,0,4,3,1,0,0,0
"1515","Chr12+19620235","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516","Chr12+19637033","LOC_Os12g32536",26,22,19,0,0,0,4,2,4,4,10,8,11,5,8,27,36,36
"1517","Chr12+19637926","LOC_Os12g32536",13,8,20,35,44,41,71,64,70,44,33,55,79,85,60,16,16,14
"1518","Chr12+19637741","LOC_Os12g32536",1,2,1,0,0,0,1,1,1,2,1,0,4,6,6,1,2,5
"1519","Chr12+21639086","LOC_Os12g35580",138,45,125,68,42,21,110,136,134,85,85,83,51,41,42,138,139,140
"1520","Chr12+21639407","LOC_Os12g35580",1,5,2,0,0,0,1,1,0,2,0,0,1,0,0,5,2,3
"1521","Chr12+21638270","LOC_Os12g35580",1,0,2,5,1,9,10,8,9,6,8,5,24,23,15,0,1,1
"1522","Chr12+21639209","LOC_Os12g35580",22,18,12,5,0,2,7,5,9,11,18,15,10,10,11,9,9,9
"1523","Chr12+22599177","LOC_Os12g36870",0,0,0,0,0,0,3,0,4,0,0,1,5,7,3,2,0,0
"1524","Chr12+22598292","LOC_Os12g36870",0,0,0,0,0,0,2,2,3,18,2,1,3,3,2,0,0,0
"1525","Chr12+22598946","LOC_Os12g36870",0,0,0,3,0,0,4,4,3,3,3,3,11,4,5,0,0,0
"1526","Chr12-23307979","LOC_Os12g37939",5,10,7,13,6,3,94,69,110,33,33,31,43,38,39,3,20,11
"1527","Chr12-23311351","LOC_Os12g37939",1,0,0,3,3,0,0,0,1,4,2,1,4,6,10,0,0,0
"1528","Chr12-23313189","LOC_Os12g37939",1,2,0,0,1,0,16,2,13,4,8,2,3,5,5,0,0,0
"1529","Chr12-23313380","LOC_Os12g37939",0,0,0,0,0,0,0,1,0,3,5,4,0,0,0,0,0,0
"1530","Chr12-23307912","LOC_Os12g37939",2,2,0,6,6,2,38,57,47,24,43,11,23,35,25,0,0,0
"1531","Chr12-23308079","LOC_Os12g37939",2,2,0,0,0,0,0,0,0,3,2,3,0,0,0,0,0,1
"1532","Chr12-23313480","LOC_Os12g37939",0,0,0,0,0,0,2,0,1,0,0,0,3,1,1,0,0,0
"1533","Chr12-23314403","LOC_Os12g37939",0,0,1,3,2,1,0,0,0,2,2,1,0,0,0,0,0,0
"1534","Chr12+23637533","LOC_Os12g38490",21,37,32,118,81,42,123,127,103,47,45,37,38,30,34,25,54,45
"1535","Chr12+23637140","LOC_Os12g38490",36,30,49,48,35,48,21,25,21,24,29,25,19,19,20,31,36,32
"1536","Chr12+24934775","LOC_Os12g40279",2,1,1,2,4,2,1,2,0,1,0,1,1,2,0,0,0,0
"1537","Chr12+24943616","LOC_Os12g40279",82,88,91,35,47,50,114,108,114,63,65,54,65,54,58,136,153,110
"1538","Chr12+24925960","LOC_Os12g40279",0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0
"1539","Chr12+24950649","LOC_Os12g40279",64,16,20,21,15,12,101,106,103,107,89,73,160,160,180,36,43,27
"1540","Chr12-26629913","LOC_Os12g42860",0,0,0,5,9,7,19,20,6,7,3,7,7,4,5,0,0,0
"1541","Chr12-26630080","LOC_Os12g42860",71,63,80,355,404,538,303,252,295,282,253,257,186,181,181,39,37,44
"1542","Chr12-27028041","LOC_Os12g43560",0,0,0,2,2,1,1,0,0,5,0,1,0,0,0,1,0,0
"1543","Chr12-27025539","LOC_Os12g43560",46,53,56,12,7,7,6,9,6,22,10,18,2,8,5,21,25,25
"1544","Chr12-27025466","LOC_Os12g43560",92,127,165,86,117,112,64,60,66,121,109,117,61,60,61,94,97,95
"1545","Chr12-27295600","LOC_Os12g44000",3,0,9,4,0,6,0,0,0,1,1,11,0,0,0,10,5,8
"1546","Chr12-27295464","LOC_Os12g44000",29,29,34,58,58,50,55,31,56,47,59,46,88,90,71,42,28,34
