"","chrstrandcoord","gene","imbibed_seed1","imbibed_seed2","imbibed_seed3","shoot1","shoot2","shoot3","leaf_20days1","leaf_20days2","leaf_20days3","leaf_60days1","leaf_60days2","leaf_60days3","stem_60days1","stem_60days2","stem_60days3","mature_pollen1","mature_pollen2","mature_pollen3"
"1394","Chr11-306384","LOC_Os11g01530",2,1,2,2,3,1,1,1,1,0,0,0,0,1,0,10,1,5
"1395","Chr11-605820","LOC_Os11g02180",5,8,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1396","Chr11-602761","LOC_Os11g02180",0,0,0,0,0,1,5,4,0,2,0,0,0,0,0,5,14,0
"1397","Chr11-947702","LOC_Os11g02830",4,4,5,0,0,0,0,0,0,0,0,0,0,0,0,7,1,10
"1398","Chr11-947562","LOC_Os11g02830",3,1,8,4,2,3,0,0,1,0,0,0,0,1,0,0,0,0
"1399","Chr11+2237175","LOC_Os11g05100",2,7,8,1,4,1,5,2,3,2,1,0,1,1,1,2,9,5
"1400","Chr11+2239027","LOC_Os11g05100",68,73,77,57,56,77,35,32,33,16,21,37,26,28,29,639,593,623
"1401","Chr11+2239156","LOC_Os11g05100",0,0,0,0,2,0,0,0,0,0,0,0,2,2,1,9,5,9
"1402","Chr11+2238761","LOC_Os11g05100",2,2,7,2,3,2,0,1,0,0,0,0,0,0,0,21,6,10
"1403","Chr11-2748523","LOC_Os11g05870",2,4,3,7,6,4,0,2,1,5,1,7,4,4,3,1,5,0
"1404","Chr11-2746377","LOC_Os11g05870",29,26,28,61,70,62,23,13,17,25,25,22,33,35,36,29,18,21
"1405","Chr11-2748250","LOC_Os11g05870",1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,8,7,4
"1406","Chr11+3338754","LOC_Os11g06810",8,9,5,4,1,5,6,4,5,1,3,4,0,4,3,17,9,0
"1407","Chr11+3338926","LOC_Os11g06810",10,8,14,6,7,6,20,5,0,9,9,8,1,8,6,0,2,0
"1408","Chr11+3339029","LOC_Os11g06810",1,0,1,3,4,2,10,1,2,4,3,2,2,2,1,0,0,0
"1409","Chr11+4091045","LOC_Os11g07912",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1410","Chr11+4090550","LOC_Os11g07912",34,32,37,21,21,18,1,1,0,0,0,0,1,0,0,15,59,0
"1411","Chr11-4866489","LOC_Os11g09140",32,52,31,112,99,98,89,77,73,102,102,99,35,41,29,16,32,61
"1412","Chr11-4866685","LOC_Os11g09140",0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,49,47,6
"1413","Chr11-6204078","LOC_Os11g11210",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,11,5
"1414","Chr11-6202357","LOC_Os11g11210",0,0,0,0,0,1,4,1,2,0,1,0,0,0,0,15,5,5
"1415","Chr11-6204643","LOC_Os11g11210",1,3,3,0,0,0,0,0,0,0,1,0,5,5,6,40,46,37
"1416","Chr11-6204288","LOC_Os11g11210",0,0,3,0,0,0,0,0,0,2,1,0,9,3,10,25,15,31
"1417","Chr11-6201124","LOC_Os11g11210",0,0,0,32,27,25,37,49,43,31,31,28,15,14,11,0,0,0
"1418","Chr11-6201292","LOC_Os11g11210",0,1,0,20,22,21,31,37,18,42,50,36,2,3,1,2,5,1
"1419","Chr11-8169430","LOC_Os11g14544",12,17,4,0,0,0,5,7,12,0,1,0,3,5,3,0,0,0
"1420","Chr11-8169613","LOC_Os11g14544",2,2,5,0,0,0,1,0,0,4,4,1,4,2,3,7,15,12
"1421","Chr11-8163386","LOC_Os11g14544",190,198,181,160,145,142,621,654,721,797,801,799,506,516,536,41,81,247
"1422","Chr11-8165977","LOC_Os11g14544",2,4,3,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0
"1423","Chr11-8163269","LOC_Os11g14544",0,0,0,6,1,1,3,3,3,5,4,2,0,1,0,0,0,0
"1424","Chr11+9810447","LOC_Os11g17600",1,0,0,1,1,0,0,0,0,1,1,1,0,0,0,6,8,18
"1425","Chr11+9810290","LOC_Os11g17600",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,10,7,21
"1426","Chr11+9810001","LOC_Os11g17600",0,0,2,7,5,6,3,2,0,1,0,0,4,2,2,22,169,73
"1427","Chr11+9806650","LOC_Os11g17600",4,2,7,1,1,1,0,0,0,3,0,3,0,0,0,2,1,0
"1428","Chr11+9809923","LOC_Os11g17600",1,0,2,1,0,0,1,1,0,0,0,0,2,2,2,6,12,5
"1429","Chr11+11411296","LOC_Os11g19800",15,11,11,11,10,7,6,9,3,10,8,3,7,12,14,26,5,10
"1430","Chr11+11411169","LOC_Os11g19800",64,60,65,23,31,33,39,42,41,31,35,34,45,43,37,32,15,42
"1431","Chr11+15462352","LOC_Os11g26910",827,928,735,1026,1017,1025,1231,1139,1158,1163,1317,1170,923,933,929,1341,1072,1369
"1432","Chr11+15460358","LOC_Os11g26910",2,2,3,1,3,0,4,3,1,1,3,0,1,2,4,0,0,0
"1433","Chr11+15668262","LOC_Os11g27240",1,1,0,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0
"1434","Chr11+15669323","LOC_Os11g27240",2,2,2,5,3,1,0,0,0,0,0,0,0,0,0,0,0,0
"1435","Chr11+15669104","LOC_Os11g27240",0,1,0,0,0,2,0,0,0,0,0,0,0,0,0,26,3,28
"1436","Chr11+17725679","LOC_Os11g30484",0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1437","Chr11+17725443","LOC_Os11g30484",27,43,38,16,12,21,29,30,24,53,38,38,56,45,49,0,0,32
"1438","Chr11-19533690","LOC_Os11g33050",35,31,33,5,7,2,5,7,5,3,3,1,3,2,4,0,0,0
"1439","Chr11-19533619","LOC_Os11g33050",40,52,61,8,6,7,19,28,26,2,8,11,7,9,17,3,3,4
"1440","Chr11-19956771","LOC_Os11g34110",1,1,0,104,132,82,250,211,211,135,134,110,26,23,11,4,4,2
"1441","Chr11-19961262","LOC_Os11g34110",0,0,0,1,1,0,2,2,0,2,0,0,0,0,0,6,4,1
"1442","Chr11-20030035","LOC_Os11g34210",5,5,0,5,3,7,2,1,3,5,2,2,1,0,3,0,0,0
"1443","Chr11-20029922","LOC_Os11g34210",35,25,68,200,196,190,58,51,68,69,67,68,30,25,29,38,11,26
"1444","Chr11+23217430","LOC_Os11g38990",44,41,46,62,68,54,119,58,110,53,64,76,47,47,43,37,13,65
"1445","Chr11+23215966","LOC_Os11g38990",5,0,4,1,1,2,1,0,2,0,0,1,0,0,1,0,1,1
"1446","Chr11-26553199","LOC_Os11g43970",30,26,24,0,1,0,5,6,5,5,8,6,4,7,6,57,49,23
"1447","Chr11-26563294","LOC_Os11g43970",0,16,8,3,5,5,6,2,9,4,2,1,3,11,8,21,18,23
"1448","Chr11-26553039","LOC_Os11g43970",219,242,238,119,128,113,214,214,204,230,206,188,210,178,176,175,83,162
"1449","Chr12-954490","LOC_Os12g02720",4,3,5,0,1,3,3,7,2,8,9,8,3,2,6,0,0,0
"1450","Chr12-954320","LOC_Os12g02720",0,0,0,0,0,0,4,1,1,0,0,0,0,0,0,0,12,4
"1451","Chr12+1807491","LOC_Os12g04260",11,26,5,50,35,30,52,35,31,19,21,21,7,6,5,34,9,0
"1452","Chr12+1807390","LOC_Os12g04260",0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
"1453","Chr12-2012887","LOC_Os12g04740",26,25,35,12,9,18,3,0,0,6,6,2,12,15,8,0,0,0
"1454","Chr12-2013584","LOC_Os12g04740",0,0,0,0,0,0,2,3,1,0,0,0,0,0,0,2,2,1
"1455","Chr12-2012992","LOC_Os12g04740",34,32,31,13,11,12,1,2,6,6,12,7,7,10,11,5,7,8
"1456","Chr12-2215942","LOC_Os12g05050",737,607,942,698,629,755,946,929,1037,1053,1260,1162,1118,1173,1142,81,265,80
"1457","Chr12-2215820","LOC_Os12g05050",5,28,20,0,0,0,2,3,0,0,1,1,0,0,0,0,0,0
"1458","Chr12+3283204","LOC_Os12g06740",11,7,20,12,15,10,32,40,35,46,52,57,18,14,14,1,24,29
"1459","Chr12+3283410","LOC_Os12g06740",6,6,1,1,4,0,1,3,0,8,1,5,0,2,2,30,11,28
"1460","Chr12+3282349","LOC_Os12g06740",46,28,30,49,50,18,37,30,38,57,49,57,22,36,23,25,14,32
"1461","Chr12+3282174","LOC_Os12g06740",4,3,1,1,1,1,2,1,0,2,3,1,1,0,0,0,0,0
"1462","Chr12+3283710","LOC_Os12g06740",1,2,0,1,1,1,1,1,0,2,3,0,1,0,0,0,0,0
"1463","Chr12+3749505","LOC_Os12g07530",0,0,0,2,0,1,0,0,0,2,2,0,0,0,3,7,6,4
"1464","Chr12+3746719","LOC_Os12g07530",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,34,33
"1465","Chr12+3749396","LOC_Os12g07530",30,20,13,39,35,35,40,60,48,76,86,64,45,47,67,40,7,104
"1466","Chr12+4047258","LOC_Os12g07970",28,36,53,66,75,72,20,24,18,31,28,28,38,40,41,4,5,8
"1467","Chr12+4045378","LOC_Os12g07970",0,2,0,0,0,0,0,0,0,1,1,1,0,1,0,3,5,1
"1468","Chr12+6613717","LOC_Os12g12080",6,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1469","Chr12+6614674","LOC_Os12g12080",0,0,1,1,0,2,4,7,4,1,0,1,0,1,0,18,7,2
"1470","Chr12+6896836","LOC_Os12g12514",0,0,0,16,16,17,5,6,6,0,0,0,5,3,3,0,0,0
"1471","Chr12+6893643","LOC_Os12g12514",2,3,2,1,1,1,3,3,2,0,0,0,0,0,0,0,1,3
"1472","Chr12+9365201","LOC_Os12g16350",3,17,19,112,82,100,118,109,131,75,73,70,95,98,98,55,36,86
"1473","Chr12+9353036","LOC_Os12g16350",5,3,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0
"1474","Chr12+9353561","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,37,4
"1475","Chr12+9355781","LOC_Os12g16350",0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0
"1476","Chr12+9365494","LOC_Os12g16350",75,199,175,169,107,130,225,239,217,300,247,185,195,200,200,105,37,39
"1477","Chr12+9360849","LOC_Os12g16350",2,0,1,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0
"1478","Chr12+9357549","LOC_Os12g16350",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1479","Chr12-10454469","LOC_Os12g18130",1,9,15,7,4,8,4,6,5,2,2,2,6,7,11,13,56,12
"1480","Chr12-10457007","LOC_Os12g18130",2,2,2,3,0,1,0,0,0,0,0,0,0,0,0,30,56,43
"1481","Chr12-10457465","LOC_Os12g18130",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,13
"1482","Chr12-10454645","LOC_Os12g18130",0,1,0,0,0,0,0,0,0,0,2,1,2,1,1,0,0,0
"1483","Chr12-10468305","LOC_Os12g18150",5,13,27,24,17,24,1,9,22,10,17,6,9,8,8,0,0,0
"1484","Chr12-10468185","LOC_Os12g18150",0,1,0,6,3,6,3,6,3,3,2,5,0,0,0,50,0,26
"1485","Chr12-11194013","LOC_Os12g19304",208,140,182,46,50,47,152,117,132,48,71,64,51,48,50,118,124,9
"1486","Chr12-11198317","LOC_Os12g19304",2,2,1,0,0,2,2,1,3,1,0,1,0,0,0,6,8,7
"1487","Chr12-11196962","LOC_Os12g19304",3,3,9,0,2,3,0,0,0,0,0,0,0,0,0,3,0,3
"1488","Chr12-11201831","LOC_Os12g19304",2,6,5,13,12,15,4,6,5,4,3,4,1,2,3,0,0,0
"1489","Chr12+11321756","LOC_Os12g19470",0,0,0,44,46,40,86,91,72,53,55,44,6,3,8,1,0,1
"1490","Chr12+11321355","LOC_Os12g19470",0,1,1,7571,6153,6746,8687,8458,9023,4781,3321,4367,1032,1008,1050,1721,125,699
"1491","Chr12+11322506","LOC_Os12g19470",0,0,0,802,880,825,3660,3923,3609,1562,1131,1275,256,222,247,106,91,157
"1492","Chr12+12207528","LOC_Os12g21710",0,0,0,4,3,2,6,16,6,5,4,5,2,6,2,0,0,0
"1493","Chr12+12207877","LOC_Os12g21710",0,1,4,2,0,0,2,0,1,0,2,2,1,0,0,0,0,0
"1494","Chr12+12207782","LOC_Os12g21710",0,0,0,0,0,0,3,2,1,0,0,0,0,0,0,0,0,0
"1495","Chr12+12207625","LOC_Os12g21710",17,6,8,52,55,57,72,82,95,67,43,54,36,39,32,32,0,8
"1496","Chr12-13815960","LOC_Os12g24250",1,3,0,0,0,0,4,3,1,0,0,0,0,0,0,0,0,0
"1497","Chr12-13828653","LOC_Os12g24250",1,1,0,5,2,5,3,0,1,1,0,0,0,0,0,5,0,0
"1498","Chr12-13815588","LOC_Os12g24250",2,4,9,15,17,19,5,9,4,2,10,15,5,9,7,0,0,0
"1499","Chr12-13815787","LOC_Os12g24250",38,37,36,89,104,101,56,62,55,42,56,57,47,49,55,50,29,159
"1500","Chr12+14057489","LOC_Os12g24580",0,0,0,11,14,15,7,6,3,0,0,0,0,0,1,7,12,8
"1501","Chr12+14057369","LOC_Os12g24580",26,23,25,64,66,92,59,54,62,26,32,24,23,27,40,0,0,0
"1502","Chr12-17406580","LOC_Os12g29340",40,41,45,13,12,10,14,14,12,10,9,11,28,19,21,19,35,12
"1503","Chr12-17406833","LOC_Os12g29340",56,92,109,35,32,42,13,21,13,21,23,23,42,42,40,14,14,5
"1504","Chr12-17406245","LOC_Os12g29340",1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1505","Chr12-17406200","LOC_Os12g29340",1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0
"1506","Chr12+18005089","LOC_Os12g30060",61,33,57,23,10,15,19,46,21,25,23,28,55,53,55,48,57,75
"1507","Chr12+18005230","LOC_Os12g30060",0,3,2,4,0,1,4,2,2,8,3,2,7,6,6,0,0,0
"1508","Chr12+19537195","LOC_Os12g32380",6,1,4,0,0,0,5,1,0,1,0,0,0,0,0,0,0,0
"1509","Chr12+19538293","LOC_Os12g32380",629,587,506,652,657,599,228,212,207,280,271,273,374,330,420,29,249,340
"1510","Chr12+19612842","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0
"1511","Chr12+19622926","LOC_Os12g32499",16,15,7,0,0,0,0,0,0,0,0,0,1,0,0,1,8,10
"1512","Chr12+19613073","LOC_Os12g32499",0,0,0,0,0,0,1,2,4,0,0,0,0,0,0,0,0,0
"1513","Chr12+19619245","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,7,8
"1514","Chr12+19622888","LOC_Os12g32499",0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,1,2
"1515","Chr12+19620235","LOC_Os12g32499",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,97,20,51
"1516","Chr12+19637033","LOC_Os12g32536",0,0,0,1,4,1,6,0,1,4,2,4,6,7,3,15,16,29
"1517","Chr12+19637926","LOC_Os12g32536",35,44,41,31,26,27,67,41,36,71,64,70,47,46,46,86,118,243
"1518","Chr12+19637741","LOC_Os12g32536",0,0,0,1,0,2,0,0,1,1,1,1,2,3,1,30,17,28
"1519","Chr12+21639086","LOC_Os12g35580",68,42,21,135,136,127,99,98,67,110,136,134,101,80,103,75,23,6
"1520","Chr12+21639407","LOC_Os12g35580",0,0,0,0,0,0,0,6,1,1,1,0,1,0,1,7,28,14
"1521","Chr12+21638270","LOC_Os12g35580",5,1,9,16,13,19,10,11,6,10,8,9,2,5,0,29,38,30
"1522","Chr12+21639209","LOC_Os12g35580",5,0,2,22,15,17,9,14,2,7,5,9,11,12,11,4,3,0
"1523","Chr12+22599177","LOC_Os12g36870",0,0,0,5,2,3,0,0,0,3,0,4,2,0,1,0,0,1
"1524","Chr12+22598292","LOC_Os12g36870",0,0,0,7,12,2,13,0,2,2,2,3,5,4,2,0,0,0
"1525","Chr12+22598946","LOC_Os12g36870",3,0,0,4,4,4,3,0,4,4,4,3,6,2,0,27,50,26
"1526","Chr12-23307979","LOC_Os12g37939",13,6,3,44,55,38,46,57,68,94,69,110,52,43,47,65,23,60
"1527","Chr12-23311351","LOC_Os12g37939",3,3,0,2,5,3,0,1,0,0,0,1,1,3,2,0,0,0
"1528","Chr12-23313189","LOC_Os12g37939",0,1,0,3,4,3,1,0,1,16,2,13,11,7,7,0,0,0
"1529","Chr12-23313380","LOC_Os12g37939",0,0,0,0,0,0,1,0,6,0,1,0,1,1,1,0,0,0
"1530","Chr12-23307912","LOC_Os12g37939",6,6,2,59,58,67,33,51,55,38,57,47,35,32,31,28,73,38
"1531","Chr12-23308079","LOC_Os12g37939",0,0,0,0,0,1,6,1,2,0,0,0,0,0,0,10,6,4
"1532","Chr12-23313480","LOC_Os12g37939",0,0,0,0,0,0,1,1,0,2,0,1,2,3,1,0,0,0
"1533","Chr12-23314403","LOC_Os12g37939",3,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1534","Chr12+23637533","LOC_Os12g38490",118,81,42,65,48,68,97,50,92,123,127,103,102,99,106,20,34,67
"1535","Chr12+23637140","LOC_Os12g38490",48,35,48,24,21,27,8,4,10,21,25,21,49,41,53,71,55,50
"1536","Chr12+24934775","LOC_Os12g40279",2,4,2,2,3,2,8,3,4,1,2,0,3,1,0,0,10,5
"1537","Chr12+24943616","LOC_Os12g40279",35,47,50,94,45,94,73,94,95,114,108,114,75,75,66,4,4,17
"1538","Chr12+24925960","LOC_Os12g40279",0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,14,10,16
"1539","Chr12+24950649","LOC_Os12g40279",21,15,12,48,50,48,151,144,157,101,106,103,94,92,95,684,375,714
"1540","Chr12-26629913","LOC_Os12g42860",5,9,7,7,10,8,1,2,1,19,20,6,4,4,5,14,7,16
"1541","Chr12-26630080","LOC_Os12g42860",355,404,538,316,266,272,20,21,2,303,252,295,250,266,250,180,236,161
"1542","Chr12-27028041","LOC_Os12g43560",2,2,1,6,4,4,0,0,1,1,0,0,1,0,1,0,0,0
"1543","Chr12-27025539","LOC_Os12g43560",12,7,7,25,21,21,24,15,17,6,9,6,5,7,7,0,0,0
"1544","Chr12-27025466","LOC_Os12g43560",86,117,112,212,199,183,134,123,100,64,60,66,57,64,51,2,79,29
"1545","Chr12-27295600","LOC_Os12g44000",4,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546","Chr12-27295464","LOC_Os12g44000",58,58,50,41,47,42,28,29,30,55,31,56,48,44,44,207,130,195
